PID,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood
908152060,133500,140984.56015628885,-7484.560156288848,4126 APLIN RD,Edwards
906204280,260000,267484.05001322343,-7484.05001322343,1205 IDAHO CT,SawyerW
527452290,145000,152483.20168413565,-7483.201684135653,1401 JOHNSON ST,NAmes
535451100,102000,109482.99377873064,-7482.993778730641,1421 STAFFORD AVE,NAmes
924100040,196000,203482.4680361357,-7482.468036135688,3412 JEWEL DR,Mitchel
534475185,149500,156982.24199034995,-7482.241990349954,1306 NORTHWESTERN AVE,NAmes
533212020,149500,156981.64270476726,-7481.642704767262,2629 STANGE RD,Somerst
903227020,128000,135481.59176429996,-7481.591764299956,1225 ROOSEVELT AVE,BrkSide
534479240,137000,144481.5459711392,-7481.545971139189,1412 HARDING AVE,NAmes
908204180,61500,68981.14735182106,-7481.147351821055,3412 TRIPP ST 3414,Edwards
909475230,315000,322481.0771785622,-7481.077178562176,2027 INDIANGRASS CT,Crawfor
526350040,105000,112480.61570946609,-7480.615709466088,3109 GROVE AVE,NAmes
534252090,178400,185880.56509847014,-7480.565098470135,2207 MELROSE AVE,NAmes
906203140,238000,245480.18059329948,-7480.180593299476,4801 IDAHO CIR,SawyerW
905100080,158450,165929.96496892688,-7479.9649689268845,1127 ARIZONA AVE,Sawyer
535450310,143000,150479.9149694533,-7479.914969453297,1524 DUFF AVE,NAmes
924100060,173000,180479.59457440942,-7479.594574409421,3502 JEWEL DR,Mitchel
907290140,131500,138979.45674422887,-7479.456744228868,4617 TWAIN ST,CollgCr
909428180,201000,208479.27261119618,-7479.272611196182,2118 GREENBRIAR CIR,Crawfor
910202030,75200,82678.98888547067,-7478.988885470666,1108 LINCOLN WAY,IDOTRR
907227090,119900,127378.47997563356,-7478.479975633556,300 ROCKWELL AVE,CollgCr
916455110,187500,194976.8368927053,-7476.836892705294,2933 WHITE OAK DR,Timber
527358090,172000,179476.74424215505,-7476.744242155051,2966 MONROE DR,NWAmes
533128090,262000,269476.6361671232,-7476.636167123215,2700 NORTHRIDGE CIR,NoRidge
535325350,125000,132476.4331499152,-7476.433149915189,225 16TH ST,NAmes
909275050,149000,156475.23517017326,-7475.235170173255,317 PEARSON AVE,Crawfor
533250110,217500,224974.11858081762,-7474.118580817623,2869 GREENSBORO CIR,Veenker
527455030,142500,149973.79131354782,-7473.791313547816,1128 JOHNSON ST,NPkVill
908188150,130000,137473.1488685137,-7473.148868513701,3820 MARIGOLD DR,Edwards
533352075,190000,197472.9987731105,-7472.998773110507,2905 ONTARIO ST 2907,Sawyer
905225090,165000,172472.71825636717,-7472.718256367167,3309 ROSS RD,ClearCr
527165100,163900,171372.69127337215,-7472.691273372155,3724 EISENHOWER AVE,Gilbert
533241030,239000,246472.2090563347,-7472.2090563346865,2509 CAMDEN DR,Somerst
528344060,280000,287471.648372846,-7471.648372846015,3211 MAGNOLIA CIR,NoRidge
909451180,124000,131469.98197135713,-7469.981971357134,1505 LITTLE BLUESTEM CT UNIT 106,Blueste
535455060,112500,119969.92783541155,-7469.927835411552,1303 STAFFORD AVE,NAmes
903456090,84500,91968.17557644159,-7468.175576441587,102 N RIVERSIDE DR,IDOTRR
533234020,223000,230464.88522718707,-7464.885227187071,2517 SHERWOOD AVE,Somerst
527165010,185000,192464.6944402504,-7464.694440250401,2018 TAYLOR CIR,Gilbert
905401100,190000,197464.52706563094,-7464.527065630944,3611 OAKLAND ST,ClearCr
911226030,65000,72464.2794427606,-7464.279442760599,116 CHERRY AVE,IDOTRR
535457050,99000,106463.7216484962,-7463.721648496197,1302 MAXWELL AVE,NAmes
527356020,250000,257463.56194316497,-7463.561943164968,2935 EISENHOWER AVE,NWAmes
902325070,106000,113463.29220781033,-7463.292207810329,803 KELLOGG AVE,OldTown
527161090,180000,187462.31204674856,-7462.312046748557,3842 HYDE AVE,Gilbert
527366030,220000,227462.13835048856,-7462.13835048856,2818 SOMERSET DR,Somerst
907401090,232000,239461.17793983797,-7461.177939837973,5020 WALLER ST,CollgCr
535451250,138000,145459.96530374567,-7459.965303745674,1518 CARROLL AVE,NAmes
909426090,158000,165458.47748658503,-7458.477486585034,2105 FRILEY RD,Crawfor
923229140,196000,203458.2232492506,-7458.223249250586,501 GARDEN RD,Mitchel
902101050,135000,142457.98246655782,-7457.98246655782,1211 CLARK AVE,OldTown
535452120,127000,134457.9511435812,-7457.951143581187,1409 MAXWELL AVE,NAmes
903204040,128500,135957.21806969616,-7457.218069696159,1229 NORTHWESTERN AVE,BrkSide
909475020,223000,230454.58107422446,-7454.581074224465,2166 ASHMORE DR,Crawfor
905351045,148400,155850.91989111755,-7450.919891117548,4205 WESTBROOK DR,ClearCr
923425030,124500,131950.5615327346,-7450.561532734602,500 KEN MARIL RD,Mitchel
903429080,155000,162445.9682079708,-7445.968207970815,702 HODGE AVE,OldTown
528120020,255500,262938.6325471941,-7438.63254719408,3120 WESTON DR,NridgHt
905475150,123500,130929.03682226929,-7429.036822269292,3212 WOODLAND ST,Edwards
903457040,161000,168385.95816256374,-7385.958162563737,1212 N 2ND ST,IDOTRR
535477150,109500,116859.08483948646,-7359.084839486459,1402 MEADOWLANE AVE,NAmes
527401160,136000,143332.19652139768,-7332.19652139768,1104 TOP O HOLLOW RD,NAmes
527355060,188900,196190.44776795324,-7290.447767953243,1942 STEVENSON DR,NWAmes
535451230,98300,105582.70459081979,-7282.704590819791,1508 CARROLL AVE,NAmes
527164120,194500,201755.7551784284,-7255.7551784284005,3832 BROOKDALE AVE,Gilbert
528480150,197000,204243.7707229272,-7243.7707229272055,2609 CLAYTON DR,Somerst
528240080,230500,237724.0358637207,-7224.0358637206955,3903 WESTLAWN DR,Gilbert
527453070,137500,144721.93652567102,-7221.936525671015,1019 KENNEDY ST,NPkVill
527166030,176500,183721.63149087157,-7221.631490871572,2206 WINDFIELD DR,Gilbert
535402090,154000,161195.34630588905,-7195.346305889048,1827 MAXWELL AVE,NAmes
527455280,148800,155977.2540248105,-7177.254024810507,2810 NORTHWESTERN AVE,NAmes
907131070,193000,200158.66236363896,-7158.662363638956,5305 NORRIS ST,CollgCr
902301030,125000,132152.9185973436,-7152.918597343611,825 CLARK AVE,OldTown
903228040,157000,164146.09929557078,-7146.099295570777,1217 HARDING AVE,BrkSide
909101050,116000,123146.09147440639,-7146.091474406392,2912 WOOD ST,Edwards
527368010,235000,242144.7251662308,-7144.725166230812,2754 SOMERSET DR,Somerst
902205090,112500,119636.1900390605,-7136.190039060501,1106 STAFFORD AVE,OldTown
535453070,154000,161130.8689479891,-7130.868947989104,1429 GLENDALE AVE,NAmes
902202150,93000,100107.79593221244,-7107.795932212437,1228 STAFFORD AVE,OldTown
528480020,227875,234959.33359982952,-7084.333599829522,2616 KINGSTON DR,Somerst
535454100,133500,140568.3686479738,-7068.36864797381,115 E 13TH ST,NAmes
534451150,76500,83506.32812181437,-7006.3281218143675,1422 SUMMIT AVE,BrkSide
905451330,159900,166904.11340613986,-7004.1134061398625,3626 STORY ST,Edwards
916403250,213500,220478.86731984105,-6978.867319841054,2621 GREEN HILLS DR,Timber
534403080,179900,186874.97369835703,-6974.973698357033,1218 20TH ST,NAmes
533241010,200000,206964.45617505358,-6964.4561750535795,2506 SHERWOOD AVE,Somerst
903430090,117000,123921.72028986181,-6921.7202898618125,803 6TH ST,OldTown
527107020,170000,176921.10102728585,-6921.101027285855,3908 EISENHOWER AVE,Gilbert
527451540,97000,103906.74975593331,-6906.749755933313,1428 BRECKINRIDGE CT,BrDale
902325100,155000,161879.81815044302,-6879.818150443025,802 BURNETT AVE,OldTown
534479320,132000,138863.8296289688,-6863.829628968786,1526 HARDING AVE,NAmes
909451100,137000,143862.06625098237,-6862.066250982374,1505 LITTLE BLUESTEM CT UNIT 119,Blueste
528174020,204000,210845.77909679268,-6845.779096792685,2920 HARRISON RD,NridgHt
535150280,124000,130826.50018906844,-6826.500189068436,617 20TH ST,NAmes
905475520,80000,86787.07670665614,-6787.076706656138,309 COLORADO CIR,Edwards
905300010,130000,136766.5114787982,-6766.511478798202,4418 PHOENIX ST,Sawyer
903234030,110500,117252.04237351667,-6752.04237351667,1125 GRAND AVE,OldTown
907126050,143000,149749.6613574701,-6749.66135747009,5428 NORRIS ST,CollgCr
528240030,189500,196225.32758793683,-6725.32758793683,4007 WESTLAWN DR,Gilbert
903454100,141000,147722.75380265585,-6722.753802655847,1215 N 2ND ST,IDOTRR
534479140,146500,153197.6019562057,-6697.6019562057045,1317 GRAND AVE,NAmes
535456020,141000,147696.30279158478,-6696.302791584778,1319 MAXWELL AVE,NAmes
903204030,128250,134936.85359998135,-6686.853599981347,1212 13TH ST,BrkSide
902301080,110000,116643.68516526141,-6643.685165261413,515 8TH ST,OldTown
904100100,219000,225593.2494879462,-6593.249487946188,1215 HYLAND AVE,Sawyer
528102040,337500,344087.6549973946,-6587.654997394595,4303 WEMBLEY AVE,NridgHt
531369060,181000,187537.71901232513,-6537.719012325135,5512 MARYLAND ST,SawyerW
902102080,110000,116504.43507085073,-6504.435070850726,1203 BURNETT AVE,OldTown
923225370,94900,101374.3398219084,-6474.339821908405,546 MEADOW CT,MeadowV
923228250,75000,81444.8711755068,-6444.871175506807,723 GARNET DR,MeadowV
923225300,83500,89917.25926791283,-6417.259267912828,3413 HARCOURT DR,MeadowV
907280170,210000,216415.0015229648,-6415.001522964798,4619 CLEMENS BLVD,CollgCr
528385050,260000,266389.51117343555,-6389.511173435545,3014 ASPEN RD,NoRidge
528480070,266000,272375.84638720925,-6375.846387209254,2512 KINGSTON DR,Somerst
535451190,109500,115875.31057106014,-6375.310571060138,1422 CARROLL AVE,NAmes
905451390,154000,160368.50328843316,-6368.5032884331595,310 WESTWOOD DR,Edwards
527127150,213500,219842.7956045391,-6342.795604539104,1818 WATERBURY CIR,StoneBr
527328020,148000,154335.3374148981,-6335.337414898095,1624 TOP O HOLLOW RD,NWAmes
528280100,199900,206216.73867381152,-6316.7386738115165,2403 WELBECK DR,Gilbert
535451170,90000,96304.21331479674,-6304.21331479674,1410 CARROLL AVE 1412,NAmes
527427160,155000,161298.6171657604,-6298.617165760399,3315 POLARIS DR,NAmes
534251320,143000,149289.97298647842,-6289.972986478417,2017 NORTHWESTERN AVE,NWAmes
906425045,138500,144789.3017669674,-6289.301766967401,821 DELAWARE AVE,SawyerW
535305180,134500,140783.75033336077,-6283.750333360775,1706 CLARK AVE,NAmes
527110120,169000,175283.5569532964,-6283.5569532963855,2036 WYNGATE DR,Gilbert
902206090,120000,126275.834120546,-6275.834120546002,925 CARROLL AVE,OldTown
923230200,131900,138153.78458502755,-6253.784585027548,736 GARNET DR,Mitchel
902403070,140750,146973.52462869746,-6223.524628697458,712 CRAWFORD AVE,OldTown
906380220,221800,228001.95655639027,-6201.956556390272,5425 DURANT ST,CollgCr
905104030,129000,135199.94803767276,-6199.948037672759,4406 ROSS RD,Sawyer
907181090,196000,202190.09625490336,-6190.0962549033575,5408 CERVANTES DR,CollgCr
535181030,163500,169677.22120571745,-6177.221205717447,2041 DUFF AVE,NAmes
903454080,119500,125641.74195953738,-6141.741959537379,1207 N 2ND ST,IDOTRR
528429070,240000,246127.8293567089,-6127.829356708913,3220 KENT AVE,Somerst
905352180,211000,217123.41227250942,-6123.41227250942,207 TRAIL RIDGE RD,ClearCr
527106010,222000,228105.8576255947,-6105.857625594712,4033 EISENHOWER AVE,Gilbert
905480210,108000,114030.81125807276,-6030.811258072761,3107 LINCOLN WAY,Edwards
909256010,131000,137013.5849421642,-6013.584942164191,714 STANTON AVE,SWISU
923275040,165500,171512.24686774221,-6012.246867742215,521 ELY CIR,Mitchel
534127170,185750,191756.34699558123,-6006.3469955812325,2753 CLEVELAND DR,NWAmes
531371070,188000,193991.39843724034,-5991.398437240336,5513 TENNESSEE ST,SawyerW
923225050,134000,139966.2159126841,-5966.2159126841,3322 SOUTHDALE DR,MeadowV
905451320,129000,134964.6236008327,-5964.6236008327105,3630 STORY ST,Edwards
528344020,322500,328463.76259877736,-5963.7625987773645,3040 BAYBERRY RD,NoRidge
533212100,151000,156956.72228512965,-5956.722285129654,2611 STANGE RD,Somerst
905107380,120000,125946.40521184987,-5946.405211849866,1008 ARKANSAS AVE,Sawyer
908226180,79000,84942.913857333,-5942.913857332998,110 S WILMOTH AVE,Edwards
909428340,215000,220935.87705469405,-5935.8770546940505,2111 ASHMORE CIR,Crawfor
528142140,316000,321930.505280537,-5930.505280537007,3113 HARRISON RD,NridgHt
914476050,135000,140905.9288661026,-5905.928866102593,702 CRYSTAL ST,Mitchel
908275220,115000,120876.63994626162,-5876.639946261625,411 HILLTOP RD,Edwards
923204050,132250,138075.28200444372,-5825.282004443725,3309 SOUTHDALE DR,Mitchel
910201130,120000,125823.15424292101,-5823.154242921009,1213 S 2ND ST,IDOTRR
528172050,245700,251507.29140177125,-5807.2914017712465,3020 HARRISON RD,NridgHt
535105100,159000,164788.37222872084,-5788.372228720837,2519 KELLOGG AVE,NAmes
534400290,153000,158769.55908048752,-5769.559080487525,1413 16TH ST,NAmes
903228150,139900,145647.80565723637,-5747.805657236371,1226 ROOSEVELT AVE,BrkSide
908103090,110000,115747.7154322321,-5747.7154322321,206 ABRAHAM DR,Edwards
909451020,116500,122238.86483082133,-5738.8648308213305,1505 LITTLE BLUESTEM CT UNIT 103,Blueste
534129080,197900,203622.7851346816,-5722.785134681588,1700 PIERCE CT,NWAmes
923204150,139000,144706.53762958525,-5706.5376295852475,3304 OPAL DR 3306,Mitchel
533217060,170000,175686.73760686335,-5686.737606863346,2708 BRISTOL DR,Somerst
909101100,122000,127683.55940922911,-5683.559409229114,2902 WOOD ST,Edwards
905475510,114000,119674.2905223076,-5674.290522307594,310 COLORADO CIR,Edwards
902402010,149700,155368.0978712287,-5668.097871228703,212 E 9TH ST,OldTown
907203090,110000,115657.86248153434,-5657.8624815343355,4915 SCHUBERT ST,CollgCr
916455170,214900,220553.58458047494,-5653.584580474941,2409 SUNCREST DR,Timber
533212110,147400,153047.76435324678,-5647.764353246777,2609 STANGE RD,Somerst
905107110,160250,165868.9967163691,-5618.996716369089,1009 MESA VERDE PL,Sawyer
535176050,145250,150867.93604969158,-5617.936049691576,2305 BROADMOOR AVE,NAmes
903484110,116000,121612.39384899635,-5612.3938489963475,1021 LINCOLN WAY,IDOTRR
528120170,300000,305606.6168395333,-5606.6168395333225,3127 BECKLEY ST,NridgHt
911128180,68400,73973.36227015262,-5573.362270152618,212 WASHINGTON AVE,IDOTRR
903454010,127000,132568.79945873196,-5568.799458731955,1218 N 3RD ST,IDOTRR
535325090,127000,132565.65660365607,-5565.656603656069,1719 DOUGLAS AVE,NAmes
528364110,290000,295527.69875149254,-5527.698751492542,3026 EVERGREEN CIR,NoRidge
907135170,138000,143508.36609374275,-5508.3660937427485,5449 FROST DR,CollgCr
528221070,174000,179500.93171660983,-5500.9317166098335,4204 CRESTMOOR AVE,Gilbert
528221060,174000,179484.9027726548,-5484.902772654808,4110 CRESTMOOR AVE,Gilbert
902402250,122500,127969.4522607262,-5469.452260726204,818 CARROLL AVE 816,OldTown
527455050,147000,152463.02649543204,-5463.026495432045,1124 JOHNSON ST,NPkVill
907262070,183000,188453.62415955088,-5453.624159550876,805 TENNYSON AVE,CollgCr
904302030,157000,162451.37529032855,-5451.375290328549,2808 OAKLAND ST,SWISU
532351090,125000,130446.9444069103,-5446.944406910305,4203 TORONTO ST 4205,Sawyer
526354020,192100,197544.5970348231,-5444.597034823091,2919 NORTHWOOD DR,NAmes
527402200,149000,154433.41488032273,-5433.414880322729,3328 JEFFERSON CIR,NAmes
528240150,195500,200927.55727705325,-5427.557277053245,4010 BRICKMAN AVE,Gilbert
531375120,155000,160416.05956648476,-5416.059566484764,5311 KANSAS DR,SawyerW
527165020,160000,165366.78794773365,-5366.787947733654,2012 TAYLOR CIR,Gilbert
916403130,250000,255364.47239034803,-5364.4723903480335,2510 WHITE OAK DR,Timber
902427150,115500,120859.08775407463,-5359.08775407463,425 E 6TH ST,OldTown
909275030,145000,150356.7571174309,-5356.757117430912,2140 SUNSET DR 2142,Crawfor
535453150,140000,145317.08325767034,-5317.08325767034,1422 MAXWELL AVE,NAmes
527455090,128500,133809.70116023364,-5309.701160233642,1110 JOHNSON ST,NPkVill
916460020,178000,183285.23158390127,-5285.231583901274,2810 WHITE OAK DR,Timber
527165170,168000,173262.62166214566,-5262.621662145655,3715 COLUMBINE CIR,Gilbert
535476240,127000,132253.3407265651,-5253.340726565104,1409 MEADOWLANE AVE,NAmes
908275180,135000,140245.12479944955,-5245.12479944955,317 HILLTOP RD,Edwards
533236070,200000,205242.5075197722,-5242.507519772189,2506 BRISTOL DR,Somerst
905202210,164000,169237.4047621447,-5237.404762144695,3616 ROSS RD,ClearCr
526351100,157000,162213.96872268888,-5213.968722688878,3010 GROVE AVE,NAmes
923228370,85500,90712.40900733952,-5212.40900733952,3422 HARCOURT DR,MeadowV
528181060,209500,214704.00907709196,-5204.009077091963,2908 ROXBORO DR,NridgHt
909428240,224000,229193.64856180848,-5193.648561808484,2004 GREENBRIAR CIR,Crawfor
534104100,205000,210187.36550966257,-5187.3655096625735,2650 SOMERSET DR,Somerst
528431050,255000,260176.42851596387,-5176.4285159638675,2507 DALTON ST,Somerst
909250040,189000,194140.63035860675,-5140.6303586067515,2324 KNAPP ST,SWISU
903228090,113000,118139.47678446746,-5139.476784467464,811 12TH ST,BrkSide
905201120,165000,170135.87846710088,-5135.878467100876,1130 SCHOLL RD,Sawyer
908186050,140000,145120.91927154557,-5120.919271545572,3901 MARIGOLD DR,Edwards
535179060,166000,171118.95465667063,-5118.954656670627,202 22ND ST,NAmes
528275110,219500,224611.6299376594,-5111.629937659396,3814 BRICKMAN AVE,Gilbert
923400040,160000,165053.90032626598,-5053.900326265983,300 KEN MARIL RD,Mitchel
528431120,257000,262050.8060956162,-5050.8060956161935,3306 CULLEN DR,Somerst
916402115,184000,189045.86417165407,-5045.864171654073,2507 WHITE OAK DR,Timber
905480030,105000,110000.49689649,-5000.496896490004,3122 STORY ST,Edwards
903231180,132000,136979.97694883548,-4979.97694883548,1018 CURTISS AVE,BrkSide
535179120,116000,120969.32928680987,-4969.329286809865,221 21ST ST,NAmes
902204080,80000,84962.92473722629,-4962.924737226291,1102 CARROLL AVE,OldTown
923277040,138000,142961.24138623264,-4961.241386232636,3823 VIOLA MAE AVE,Mitchel
527325110,190000,194940.86346469156,-4940.86346469156,1802 BUCHANAN DR,NWAmes
905103040,172500,177389.03852580822,-4889.038525808224,3913 ROSS RD,Sawyer
907203060,112500,117360.17903354888,-4860.179033548877,4901 SCHUBERT ST,CollgCr
908102050,108000,112825.76715172785,-4825.76715172785,228 SOUTH DAKOTA AVE,Edwards
907135040,145000,149824.48233227822,-4824.482332278218,5421 FROST DR,CollgCr
905378040,124000,128822.90591972125,-4822.905919721248,120 MCDONALD DR,Edwards
923228420,81000,85816.3900666724,-4816.390066672393,3412 HARCOURT DR,MeadowV
527451380,118000,122804.49161913479,-4804.4916191347875,1326 BARKLEY CT,BrDale
532478020,275000,279776.8678903328,-4776.8678903328255,1616 AMHERST DR,Veenker
902206260,91300,96073.67534927568,-4773.675349275683,926 DUFF AVE,OldTown
531369010,193000,197758.16768632035,-4758.167686320347,5404 MARYLAND ST,SawyerW
527301010,202500,207240.7185160799,-4740.718516079913,3421 EISENHOWER AVE,NWAmes
902406090,131500,136220.718755075,-4720.7187550750095,320 E 7TH ST,OldTown
528228435,192500,197214.50405251238,-4714.504052512377,2406 WESTWIND DR,Blmngtn
527451450,89000,93713.78068728482,-4713.780687284816,1464 BRECKINRIDGE CT,BrDale
528387050,271000,275708.6945217595,-4708.69452175952,3015 VALLEY VIEW RD,NoRidge
909251040,146500,151205.7899481708,-4705.789948170801,2322 BAKER ST,Crawfor
531371050,184900,189588.63681320878,-4688.636813208781,5429 TENNESSEE ST,SawyerW
906223110,226500,231179.65945783613,-4679.6594578361255,1018 VERMONT CT,SawyerW
535380110,86900,91568.49279672856,-4668.492796728562,1402 DOUGLAS AVE,OldTown
535151130,132500,137153.42365958946,-4653.423659589462,2110 BARR DR,NAmes
527256040,455000,459647.51136076404,-4647.511360764038,1303 KINYON CIR,StoneBr
906420130,228000,232646.56884923522,-4646.56884923522,806 VERMONT CIR,SawyerW
909100080,104000,108637.98232342368,-4637.982323423683,2816 LINCOLN WAY,SWISU
909428110,157000,161616.4572000752,-4616.457200075209,2004 MCCARTHY RD,Crawfor
535151160,140000,144609.00083000297,-4609.000830002973,2204 BARR DR,NAmes
533352150,150000,154605.0057761758,-4605.005776175793,1306 IOWA CIR,Sawyer
527106150,192000,196597.5030237842,-4597.5030237842,4014 BERKSHIRE AVE,Gilbert
907265100,207000,211501.87549398048,-4501.8754939804785,619 POE AVE,CollgCr
923230010,157000,161496.18147488887,-4496.181474888872,601 GARDEN RD,Mitchel
534126090,174000,178481.5621372987,-4481.562137298693,2617 CLEVELAND DR,NWAmes
534276040,127500,131952.09177023012,-4452.091770230123,2301 FERNDALE AVE,NAmes
534275100,118000,122437.93589756559,-4437.935897565592,2013 MELROSE AVE,NAmes
531452080,172000,176435.29563999674,-4435.295639996737,1412 INDIANA AVE,SawyerW
911102090,89000,93429.40134415079,-4429.401344150785,233 WASHINGTON AVE,IDOTRR
909254150,139000,143407.3619996212,-4407.361999621207,620 LYNN AVE,Crawfor
527402130,111900,116299.33626851044,-4399.336268510437,1217 JEFFERSON ST,NAmes
528315090,337000,341395.0172398995,-4395.017239899491,3122 BAYBERRY RD,NoRidge
535455080,105500,109893.66718813544,-4393.667188135441,201 E 13TH ST,NAmes
905225080,225000,229385.53530418713,-4385.535304187128,3301 ROSS RD,ClearCr
906201022,179900,184231.23500804775,-4331.235008047748,1217 IDAHO AVE,SawyerW
903227140,128000,132300.06915452884,-4300.069154528843,1226 MARSTON AVE,BrkSide
534479300,121000,125288.1810622069,-4288.181062206902,1512 HARDING AVE,NAmes
527105010,189900,194187.73675160776,-4287.736751607765,4025 BERKSHIRE AVE,Gilbert
531384070,191750,196006.59191298546,-4256.591912985459,1311 NEBRASKA AVE,SawyerW
527214030,387000,391235.5977816841,-4235.597781684075,4013 FRANCES E DAVIS CT,StoneBr
909100150,108000,112229.52847038783,-4229.528470387828,2827 WOOD ST,Edwards
902402150,85000,89226.77633921284,-4226.77633921284,217 E 7TH ST,OldTown
535451040,119000,123212.39691325159,-4212.396913251592,1517 STAFFORD AVE,NAmes
908102260,147500,151711.6378322691,-4211.637832269102,208 TODD CIR,Edwards
914478110,170000,174205.168653048,-4205.168653047993,3116 DIAMOND ST,Mitchel
907290150,136500,140698.84790786373,-4198.847907863732,4619 TWAIN ST,CollgCr
903430080,122000,126181.48079661452,-4181.480796614516,611 HODGE AVE,OldTown
528290170,187000,191176.02644854845,-4176.026448548451,2420 WELBECK DR,Gilbert
533212010,151000,155165.01640646128,-4165.016406461276,2631 STANGE RD,Somerst
528231020,184500,188655.2015412149,-4155.20154121489,3917 WELBECK DR,Gilbert
905102170,129500,133635.03839039622,-4135.038390396221,3814 QUEBEC ST,Sawyer
532351150,119500,123631.73875962809,-4131.73875962809,4307 TORONTO ST,Sawyer
905104110,145000,149119.5576203792,-4119.557620379201,925 YUMA AVE,Sawyer
905200260,165000,169084.46358268018,-4084.4635826801823,3604 ANNEAR ST,Sawyer
533212060,152000,156083.18629558707,-4083.1862955870747,2621 STANGE RD,Somerst
528250020,192000,196064.4345720669,-4064.434572066908,4011 HYDE AVE,Gilbert
528166120,412500,416548.4693994274,-4048.469399427413,3301 FOXLEY DR,NridgHt
528477070,270000,274041.4192608266,-4041.419260826602,2513 KINGSTON DR,Somerst
527163020,165600,169630.19930766767,-4030.1993076676736,3831 BROOKDALE AVE,Gilbert
535354260,156000,160020.58991548978,-4020.589915489778,1424 WILSON AVE,NAmes
527452100,128000,132019.16710537265,-4019.167105372646,2943 NORTHWESTERN AVE,NPkVill
923252075,131250,135246.15667459863,-3996.1566745986347,424 TEAGARDEN DR,Mitchel
535303110,131000,134988.75753903022,-3988.7575390302227,608 DURRELL CIR,NAmes
535301080,116000,119971.0264921561,-3971.026492156103,1823 CLARK AVE,NAmes
527107040,168000,171963.52403120382,-3963.5240312038222,1910 WYNGATE DR,Gilbert
535380010,155500,159458.5677472432,-3958.5677472432144,116 15TH ST,OldTown
916402125,176000,179956.44439737222,-3956.4443973722227,2513 WHITE OAK DR,Timber
528458030,212700,216615.95314765256,-3915.953147652559,2840 ASPEN RD,Somerst
535451110,129000,132909.50590283764,-3909.5059028376418,1415 STAFFORD AVE,NAmes
528228285,160000,163884.01065281662,-3884.0106528166216,2413 WESTWIND DR,Blmngtn
923202105,173500,177378.8907023178,-3878.890702317789,3515 EMERALD DR,Mitchel
528354050,265000,268877.4056567769,-3877.405656776915,3215 TUPELO CIR,NoRidge
528456180,252678,256549.9018693809,-3871.901869380905,2811 ASPEN RD,Somerst
528441080,307000,310868.55036408047,-3868.5503640804673,2420 YORKSHIRE CIR,Somerst
535375040,99800,103654.81054281298,-3854.8105428129784,1521 KELLOGG AVE,OldTown
527162110,185000,188849.64427269483,-3849.64427269483,3806 BERKSHIRE AVE,Gilbert
902207150,100000,103849.45905969648,-3849.4590596964845,923 MAXWELL AVE,OldTown
909276110,177500,181342.63741608057,-3842.6374160805717,2007 COUNTRY CLUB BLVD,Crawfor
528235160,215000,218841.1335897076,-3841.133589707606,3908 WELBECK DR,Gilbert
533250130,270000,273821.0890357264,-3821.089035726385,2877 GREENSBORO CIR,Veenker
533250050,245500,249314.521965501,-3814.521965500986,2845 GREENSBORO CIR,Veenker
534178010,127000,130788.46428392414,-3788.4642839241424,1411 20TH ST,NWAmes
535303150,123000,126781.61438086437,-3781.6143808643683,611 16TH ST,NAmes
535180070,134450,138221.1042379814,-3771.1042379814025,210 21ST ST,NAmes
532376080,126000,129745.77984635232,-3745.7798463523213,1324 GARFIELD AVE,Sawyer
528344100,336000,339739.65320082183,-3739.6532008218346,3220 MAGNOLIA CIR,NoRidge
535301010,135960,139689.91329071493,-3729.9132907149324,520 20TH ST 522,NAmes
531452010,120000,123717.00804480119,-3717.0080448011868,1302 INDIANA AVE,SawyerW
534201240,141000,144716.8634558238,-3716.8634558237973,1213 24TH ST,NAmes
906424010,225000,228641.9925968849,-3641.9925968848984,923 NEW HAMPSHIRE CIR,SawyerW
534478140,137000,140624.62202793575,-3624.6220279357512,803 13TH ST 805,NAmes
535152230,156500,160123.63717966352,-3623.6371796635212,2220 JENSEN AVE,NAmes
906223090,236000,239612.95191520464,-3612.9519152046414,1006 VERMONT CT,SawyerW
535450100,147500,151111.4912059482,-3611.4912059482012,1431 CARROLL AVE,NAmes
903484020,135000,138597.94134643977,-3597.9413464397658,1018 N 2ND ST,IDOTRR
908225320,113000,116574.42652389119,-3574.4265238911903,148 S FRANKLIN AVE,Edwards
905452120,134500,138061.71378310656,-3561.713783106563,301 FRANKLIN AVE,Edwards
902105050,130000,133540.81544373702,-3540.815443737025,1111 BURNETT AVE,OldTown
905228050,63900,67422.53119783124,-3522.5311978312384,1101 IOWA AVE,Sawyer
534202160,142250,145753.5884229169,-3503.588422916888,1217 25TH ST,NAmes
923201100,139500,142995.0271481352,-3495.02714813521,601 JEWEL DR,Mitchel
534431050,197600,201048.20873407638,-3448.208734076383,720 MURRAY DR,NAmes
903452090,116500,119941.60011611192,-3441.60011611192,1123 N 3RD ST,IDOTRR
535301060,142000,145437.7289213842,-3437.7289213842014,1907 CLARK AVE,NAmes
905101300,136000,139436.56739047676,-3436.567390476761,3901 QUEBEC ST 3903,Sawyer
923230180,129500,132931.1625233309,-3431.162523330888,728 GARNET DR,Mitchel
905101310,136500,139921.24135568948,-3421.2413556894753,3905 QUEBEC ST,Sawyer
