PID,Latitude,Longitude,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,LotArea,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood,Value
528431050,42.0544825,-93.64259794157329,1636,7,5,9,6,2006,2,0,3,2006,8,5,13501,1636,-,1623,4,3,4,255000,234644.63189929054,20355.368100709456,2507 DALTON ST,Somerst,overvalued
527325070,42.054547400000004,-93.63530666666668,2872,6,6,2,1,1977,2,1,4,1995,6,7,12227,1542,1330,1330,3,3,4,272000,251837.12349414098,20162.87650585902,1904 BUCHANAN DR,NWAmes,overvalued
528228580,42.062995452109085,-93.6415741695409,1500,10,5,6,5,2006,2,0,2,2006,7,5,4045,1500,-,1356,4,3,4,246578,226577.68864973198,20000.31135026802,2420 LAKESIDE DR,Blmngtn,overvalued
528138020,42.061195,-93.652376,1822,10,5,6,5,2005,2,0,3,2006,8,5,14122,1822,-,1822,5,3,5,259000,239221.48694997572,19778.51305002428,4112 HASTINGS AVE,NridgHt,overvalued
907270040,42.01741145364216,-93.68394718020177,2452,3,7,9,1,1998,2,1,4,1999,8,5,16226,1210,1242,1028,4,3,4,267000,247397.11352753342,19602.886472466576,608 POE AVE,CollgCr,overvalued
527355150,42.05291513617854,-93.63375536933796,2524,6,6,2,1,1981,2,1,4,1981,8,5,9600,2524,-,2524,4,3,4,278000,258484.47516139183,19515.524838608166,1910 STEVENSON DR,NWAmes,overvalued
909426060,42.01494529764479,-93.63984137116495,2315,2,3,7,5,1950,2,0,4,1963,5,7,15600,1278,1037,1168,3,3,4,257000,237545.4071945397,19454.5928054603,2019 FRILEY RD,Crawfor,overvalued
528431120,42.055187881522514,-93.6439603995685,1861,7,5,9,6,2007,3,0,3,2007,8,5,9801,1341,520,1341,4,3,4,257000,237604.66061703867,19395.339382961334,3306 CULLEN DR,Somerst,overvalued
916326090,42.00072925266047,-93.64966625676165,2279,6,6,3,3,1958,2,1,4,1995,6,8,19958,2279,-,585,4,3,3,257000,237640.99909265045,19359.000907349546,2320 TIMBERLAND RD,Timber,overvalued
528441020,42.05326607916812,-93.64136137906381,1971,7,5,9,6,2005,2,1,3,2005,7,5,9675,1113,858,1113,4,3,4,253000,233667.9627557795,19332.037244220497,2421 YORKSHIRE CIR,Somerst,overvalued
902207220,42.03020093333333,-93.60771933333334,3493,5,6,5,0,1880,3,0,3,2002,7,9,18386,1675,1818,1470,4,3,3,295000,275817.892354138,19182.10764586198,223 E 9TH ST,OldTown,overvalued
533244030,42.04638169320729,-93.6438304934309,1848,7,5,9,6,2000,2,1,3,2000,8,5,7379,975,873,975,4,3,4,254000,235056.8229099682,18943.177090031793,2620 CAMDEN DR,Somerst,overvalued
907295040,42.01766727393634,-93.67947,1341,3,7,9,1,1999,1,1,1,2000,8,5,17227,1341,-,1341,4,3,4,246900,228340.33520369773,18559.66479630227,618 DOYLE AVE,CollgCr,overvalued
914460110,41.996211194217395,-93.60711752442691,1409,6,6,3,3,2002,1,1,1,2002,7,5,12864,1409,-,1409,4,3,4,245000,226449.7848707939,18550.215129206103,303 RUBY CIR,Mitchel,overvalued
528366070,42.04950416439778,-93.65311839997617,2202,7,5,9,6,1992,2,1,4,1993,8,5,11762,1105,1097,1105,4,3,5,263000,244476.26247910087,18523.73752089913,3108 SYCAMORE RD,NoRidge,overvalued
528120020,42.06125144742018,-93.6544098393102,1717,10,5,6,5,2006,2,0,3,2006,8,5,11146,1717,-,1709,4,3,5,255500,237055.3238145857,18444.67618541431,3120 WESTON DR,NridgHt,overvalued
528275160,42.05942310187974,-93.64292189170718,2004,10,5,6,5,2002,2,1,4,2002,8,5,12891,878,1126,870,4,3,5,257500,239380.26767482882,18119.73232517118,3838 BRICKMAN AVE,Gilbert,overvalued
906230020,42.030538597973475,-93.67893732726276,2787,2,5,5,5,2000,4,2,6,2000,7,5,7939,1168,1619,1168,3,3,5,269500,251427.35173026024,18072.64826973976,907 NORTH DAKOTA AVE,SawyerW,overvalued
906230030,42.03052266521096,-93.67893740605115,2787,2,5,5,5,2000,4,2,6,2000,7,5,7976,1168,1619,1168,3,3,5,269500,251432.77530334552,18067.224696654477,905 NORTH DAKOTA AVE,SawyerW,overvalued
907250070,42.01711058562838,-93.68799230779719,1611,3,7,9,1,2002,2,0,3,2002,7,5,11664,1611,-,1569,4,3,4,250000,232002.63221017845,17997.367789821554,5115 CLEMENS BLVD,CollgCr,overvalued
528482010,42.05211211938322,-93.64081258920635,1685,7,5,9,6,2006,2,0,2,2006,8,5,11824,1685,-,1685,4,3,4,253000,235283.311129692,17716.68887030799,2428 KINGSTON DR,Somerst,overvalued
911370520,42.00909267603978,-93.6161248190708,1646,2,3,7,5,2004,2,0,2,2005,7,5,3811,1646,-,1594,5,3,5,250000,232359.76493667575,17640.235063324246,1516 GOLDEN ASPEN DR,Crawfor,overvalued
528387030,42.050068,-93.651997,2232,7,5,9,6,1993,2,1,3,1994,8,5,11692,1215,1017,1173,4,3,4,263550,245938.3901547742,17611.609845225787,3001 VALLEY VIEW RD,NoRidge,overvalued
906230010,42.030704995815555,-93.67974620831589,2787,2,5,5,5,2000,4,2,6,2000,7,5,11855,1168,1619,1168,3,3,5,269500,251981.12862296472,17518.871377035277,906 DELAWARE AVE,SawyerW,overvalued
906426060,42.028262360054484,-93.68179635857511,2144,4,6,8,0,1958,2,0,4,2006,6,7,159000,1444,700,1444,4,3,4,277000,259518.16455054743,17481.83544945257,4813 DOVER DR,ClearCr,overvalued
906204150,42.03223489763352,-93.68319471916003,2329,2,5,5,5,1990,2,1,4,1990,7,5,11839,1532,797,1475,4,3,4,262280,244822.2861698599,17457.7138301401,1106 IDAHO AVE,SawyerW,overvalued
914467040,41.99707230816514,-93.60475783903652,1916,6,6,3,3,1998,2,1,3,1999,8,5,11050,1036,880,1049,4,3,4,254900,237485.61791985622,17414.382080143783,603 CRYSTAL ST,Mitchel,overvalued
534151180,42.04311905624381,-93.63698612936075,2075,6,6,2,1,1993,2,1,3,1993,7,6,10530,1091,984,1148,4,3,4,255000,237742.5524081142,17257.447591885808,2025 PRAIRIE VIEW EAST,NWAmes,overvalued
533250050,42.04474817188798,-93.64791854964817,1288,7,5,9,6,1996,1,1,1,1996,8,5,14963,1288,-,1260,5,3,4,245500,228322.0890233417,17177.910976658313,2845 GREENSBORO CIR,Veenker,overvalued
528480130,42.05141960255021,-93.64276862997761,1550,7,5,9,6,2006,2,0,2,2007,7,5,8125,1112,438,1092,4,3,4,241000,223833.32281785214,17166.67718214786,2527 CLAYTON DR,Somerst,overvalued
528439010,42.05319034438527,-93.64376476899723,1460,7,5,9,6,2006,2,0,3,2007,8,5,10037,1460,-,1460,4,3,5,247000,229859.63221272046,17140.367787279538,2625 YORKSHIRE ST,Somerst,overvalued
528106120,42.06129134006623,-93.65760764934078,1618,10,5,6,5,2004,2,0,2,2004,8,5,16163,1618,-,1618,4,3,4,252000,234921.30949921676,17078.69050078324,3337 WESTON DR,NridgHt,overvalued
528478040,42.052265865153835,-93.64050502672988,1958,7,5,9,6,2005,2,1,3,2005,7,5,10625,1026,932,1026,4,3,4,250000,232961.74410847464,17038.25589152536,2413 KINGSTON DR,Somerst,overvalued
527126030,42.063184675,-93.634378025,1652,10,5,6,5,2000,2,0,2,2000,8,5,5330,1652,-,1494,5,3,4,251000,234361.13475611852,16638.865243881475,4321 STONE BROOKE RD,StoneBr,overvalued
528477020,42.052302992576074,-93.64365697352228,1656,7,5,9,6,2006,2,0,3,2006,8,5,11096,1656,-,1656,4,3,4,249700,233148.5389134595,16551.461086540512,2617 KINGSTON DR,Somerst,overvalued
527301320,42.05361420021923,-93.63735972351776,2353,6,6,2,1,1980,2,1,4,1980,7,7,13005,1153,1200,845,5,3,4,260000,243681.23274862062,16318.76725137938,3217 EISENHOWER AVE,NWAmes,overvalued
528112150,42.061417,-93.65449785960405,1634,10,5,6,5,2006,2,0,3,2006,8,5,11428,1634,-,1626,4,3,4,250000,233939.20805355138,16060.791946448619,3125 WESTON DR,NridgHt,overvalued
531382070,42.035478157326274,-93.691368353397,1844,2,5,5,5,2005,2,0,2,2006,8,5,10994,1844,-,1844,4,3,4,257000,240966.7865466361,16033.21345336389,1340 CALIFORNIA AVE,SawyerW,overvalued
528120010,42.060677470544995,-93.65539242272703,2152,10,5,6,5,2007,2,1,3,2008,8,5,16659,1582,570,1582,4,3,4,260116,244163.24119221728,15952.758807782724,4120 VALLEY VIEW RD,NridgHt,overvalued
528439060,42.05321602823657,-93.642499162315,1432,7,5,9,6,2006,2,0,3,2006,8,5,9139,1432,-,1422,4,3,5,245000,229218.62145960046,15781.378540399543,2523 YORKSHIRE ST,Somerst,overvalued
909281080,42.016308079544864,-93.63960037779923,2133,2,3,7,5,1941,1,1,4,1985,7,6,10452,1225,908,1528,3,3,4,257500,241776.78341115246,15723.216588847543,2009 CESSNA ST,Crawfor,overvalued
916226090,42.00532228134959,-93.63972683596013,1501,6,6,3,3,1987,2,0,2,1987,7,6,4054,1501,-,1501,4,3,4,244000,228304.10500729567,15695.894992704329,2106 IRONWOOD CT,Timber,overvalued
906380030,42.02537245182207,-93.69062288349015,1615,3,7,9,1,2007,2,0,3,2007,8,5,9345,1615,-,1615,4,3,4,248500,232932.1238982942,15567.876101705799,5412 TABOR DR,CollgCr,overvalued
526355190,42.05032721169686,-93.61724350547,2217,5,2,4,1,1970,2,0,4,1970,8,6,15865,2217,-,2217,4,3,3,268000,252644.21736361226,15355.78263638774,2910 NORTHWOOD DR,NAmes,overvalued
907251100,42.01828352551928,-93.68766332125497,1989,3,7,9,1,2002,2,1,3,2002,8,5,11367,1091,898,1065,4,3,4,255000,240027.95072632088,14972.04927367912,526 SMILEY AVE,CollgCr,overvalued
913350030,41.996896715667795,-93.59995653935891,1625,6,6,3,3,1979,2,0,3,1979,6,6,23580,1625,-,1625,2,3,4,242500,227533.90819979185,14966.091800208145,821 CRYSTAL ST,Mitchel,overvalued
528172050,42.059175085060744,-93.65025874338771,1614,10,5,6,5,2005,2,0,3,2006,7,5,9926,1614,-,1614,4,3,4,245700,230740.22221102763,14959.777788972366,3020 HARRISON RD,NridgHt,overvalued
528427020,42.05442958419464,-93.64415341205857,1468,7,5,9,6,2008,2,0,3,2009,8,5,9612,1468,-,1468,4,3,4,244600,229643.93074337963,14956.069256620365,3211 CULLEN DR,Somerst,overvalued
528180130,42.057789279643096,-93.65131670080979,1456,10,5,6,5,2008,2,0,2,2008,9,5,6472,1456,-,1451,5,3,5,248500,233600.2966448822,14899.703355117788,3005 BURNHAM DR,NridgHt,overvalued
916226030,42.0045186106386,-93.63987969468069,1501,6,6,3,3,1986,2,0,2,1986,7,6,4084,1501,-,1277,4,3,4,241500,226895.74101458382,14604.258985416178,2118 IRONWOOD CT,Timber,overvalued
527146135,42.059775067363496,-93.63117195284555,2687,10,5,6,5,1994,2,1,4,1994,8,5,13108,2079,608,2062,4,3,4,270000,255631.7142091606,14368.285790839407,4019 STONE BROOKE RD,StoneBr,overvalued
534128190,42.04649121414232,-93.63312312052932,2640,6,6,2,1,1967,2,1,5,1997,6,7,10400,1271,1369,932,4,3,3,256900,242828.47366651616,14071.526333483838,2531 PIERCE AVE,NWAmes,overvalued
905202230,42.03214755196517,-93.66705700735399,1252,4,6,8,0,1960,1,0,1,1975,6,7,13500,1252,-,1602,3,3,4,235000,220986.53280753188,14013.467192468117,3604 ROSS RD,ClearCr,overvalued
528280230,42.05886891443513,-93.64202754608218,2054,10,5,6,5,2000,2,1,3,2000,6,5,12224,1022,1032,992,4,3,4,244000,230060.88449151182,13939.115508488176,3840 WESTLAWN DR,Gilbert,overvalued
528480040,42.05214107653552,-93.64350700503826,1953,7,5,9,6,2005,2,1,3,2006,8,5,10574,1082,871,1082,4,3,4,252000,238454.6172155811,13545.382784418907,2604 KINGSTON DR,Somerst,overvalued
907252060,42.01849059534388,-93.68659668498663,2184,3,7,9,1,2003,2,1,4,2003,8,5,12334,1068,1116,1068,4,3,4,254750,241578.08835106177,13171.911648938229,4923 HEMINGWAY DR,CollgCr,overvalued
905401045,42.02862570937789,-93.66602692414153,1363,4,6,8,0,1954,1,0,2,2005,7,7,39104,1363,-,1385,3,3,4,241500,228341.28597298774,13158.714027012262,516 OLIVER CIR,ClearCr,overvalued
906204280,42.03339650911119,-93.68377969538925,2814,2,5,5,5,1995,2,1,4,2002,6,5,9771,1093,1721,1077,4,3,4,260000,246958.49066985896,13041.509330141038,1205 IDAHO CT,SawyerW,overvalued
528431060,42.05431157972937,-93.64253480339607,1563,7,5,9,6,2007,2,0,3,2007,8,5,10206,1563,-,1563,4,3,4,245000,231982.46710130456,13017.532898695441,2515 DALTON ST,Somerst,overvalued
528390210,42.050904800001526,-93.65094213329934,1850,7,5,9,6,1994,2,1,3,1994,7,6,29959,979,871,973,4,3,4,248000,235119.3239839201,12880.676016079902,3038 REDBUD CIR,NoRidge,overvalued
905401020,42.02843489140655,-93.66520309028522,2422,4,6,8,0,1954,3,0,4,1994,6,7,12671,2422,-,1288,4,3,4,255000,242179.05505935306,12820.944940646936,3517 OAKLAND ST,ClearCr,overvalued
527131110,42.061503539342155,-93.63353181710463,1682,10,5,6,5,1997,1,1,1,1997,8,5,6264,1682,-,1664,4,3,5,247900,235149.1045892352,12750.895410764788,4207 STONE BROOKE RD,StoneBr,overvalued
528458140,42.0503128,-93.6481626,1530,7,5,9,6,2007,2,0,3,2008,9,5,12606,1530,-,1530,4,3,4,250000,237350.52117614364,12649.478823856363,2731 CAMBRIDGE DR,Somerst,overvalued
527132090,42.06152173624419,-93.63324758470863,1478,10,5,6,5,1998,2,0,2,1998,8,5,7380,1478,-,1418,3,3,4,240000,227594.6403444871,12405.359655512904,4202 STONE BROOKE RD,StoneBr,overvalued
906380040,42.02539048178546,-93.69056946137641,1651,3,7,9,1,2007,2,0,3,2007,8,5,10235,1651,-,1643,4,3,4,246500,234232.48860342015,12267.511396579852,5408 TABOR DR,CollgCr,overvalued
528488140,42.05122208592715,-93.64372242237481,1218,7,5,9,6,2007,2,0,2,2008,7,5,7500,1218,-,1218,4,3,4,230348,218095.23240019873,12252.767599801271,2612 CLAYTON DR,Somerst,overvalued
906378100,42.02622400986277,-93.68938646605434,1694,3,7,9,1,2008,2,0,3,2008,8,5,10475,1694,-,1694,4,3,4,245350,233134.62226729843,12215.37773270157,5303 TABOR DR,CollgCr,overvalued
902326030,42.02935814285714,-93.61228857142856,2640,5,6,5,0,1880,1,1,4,2003,7,7,11700,1320,1320,1240,4,3,3,265979,253769.83874346048,12209.161256539519,829 DOUGLAS AVE,OldTown,overvalued
907260010,42.016966836734696,-93.68680783673469,2290,3,7,9,1,2002,2,1,4,2002,8,5,11250,1149,1141,1128,4,3,4,255900,243835.8389793616,12064.161020638392,5002 CLEMENS BLVD,CollgCr,overvalued
528222010,42.06162825548448,-93.643988570908,2373,10,5,6,5,2004,2,1,4,2005,8,5,11631,1052,1321,1052,4,3,4,258000,246018.2471865788,11981.75281342119,4106 WELBECK DR,Gilbert,overvalued
533110130,42.04575485977505,-93.6539210146762,2417,7,5,9,6,1991,2,1,4,1992,8,5,16059,1301,1116,1288,4,3,4,260000,248124.20721901947,11875.792780980526,2503 RIDGETOP RD,NoRidge,overvalued
914465020,41.996878622179025,-93.60678292756347,2052,6,6,3,3,2000,2,1,3,2001,8,5,10125,1040,1012,1107,4,3,4,251000,239376.81766324167,11623.182336758327,322 TOPAZ CT,Mitchel,overvalued
914476450,41.996073,-93.602595,1689,6,6,3,3,1991,2,0,3,1991,4,5,9990,1689,-,1680,3,3,4,228500,217330.9640885777,11169.03591142231,703 ONYX ST,Mitchel,overvalued
909280030,42.0169293039374,-93.64118843764037,2057,2,3,7,5,1936,1,1,3,1987,7,7,11500,1020,1037,1017,4,2,4,250000,238849.8046322416,11150.195367758395,623 AGG AVE,Crawfor,overvalued
528478030,42.05226690017801,-93.64060076646571,1992,7,5,9,6,2003,2,1,3,2004,8,5,9375,1053,939,1053,4,3,5,250000,238909.90572743004,11090.094272569957,2419 KINGSTON DR,Somerst,overvalued
528348030,42.05345909468864,-93.65011125860853,2385,7,5,9,6,1998,2,1,4,1998,7,5,10790,1108,1277,1066,4,3,4,252000,240960.51836395348,11039.48163604652,2910 BAYBERRY RD,NoRidge,overvalued
528228325,42.06330748731288,-93.64197185815958,1557,10,5,6,5,2003,2,0,2,2004,7,5,3196,1557,-,1374,4,3,4,234000,222981.31258695357,11018.687413046428,2403 LAKESIDE DR,Blmngtn,overvalued
527108030,42.06281190009081,-93.6360580066801,2064,10,5,6,5,2005,2,1,4,2005,8,5,13128,1074,990,1074,4,3,4,250000,239022.1101746537,10977.889825346298,4313 HARRISON CIR,Gilbert,overvalued
906378110,42.02618222242579,-93.68945516172745,1468,3,7,9,1,2008,2,0,3,2008,8,5,9178,1468,-,1468,4,3,4,239900,229140.4587954632,10759.5412045368,5309 TABOR DR,CollgCr,overvalued
528458180,42.0503128,-93.6481626,1448,7,5,9,6,2006,2,0,2,2007,8,5,7500,1448,-,1372,4,3,4,238500,227973.63667507816,10526.36332492184,2826 CAMBRIDGE DR,Somerst,overvalued
528142020,42.06043498193772,-93.65414661216343,2088,10,5,6,5,2007,2,1,4,2007,8,5,8899,948,1140,948,4,3,4,250000,239523.35041969855,10476.649580301455,3122 BECKLEY ST,NridgHt,overvalued
533254050,42.04312177940154,-93.64800610772159,1740,7,5,9,6,1981,1,1,2,1981,7,5,15417,1740,-,1740,4,3,4,241600,231423.39876022688,10176.601239773125,2818 TORREY PINES RD,Veenker,overvalued
914465055,41.99713698687289,-93.6072027855146,1710,6,6,3,3,2004,2,0,3,2005,7,5,12118,1710,-,1710,4,3,5,240000,230426.00335199703,9573.996648002969,304 TOPAZ CT,Mitchel,overvalued
528458060,42.05085454280478,-93.64689817607702,1402,7,5,9,6,2008,2,0,3,2008,7,5,8640,1402,-,1402,4,3,4,229800,220263.95114311235,9536.048856887646,2822 ASPEN RD,Somerst,overvalued
528429070,42.05451639362017,-93.64210105760621,1578,7,5,9,6,2006,2,0,3,2006,7,5,13253,1578,-,1578,4,3,5,240000,230590.60192933836,9409.398070661642,3220 KENT AVE,Somerst,overvalued
911370510,42.00907895995091,-93.61612884907976,1646,2,3,7,5,2004,2,0,2,2005,8,5,3811,1646,-,1594,4,3,5,246000,236841.01595453432,9158.98404546568,1518 GOLDEN ASPEN DR,Crawfor,overvalued
906223080,42.03074334854461,-93.68199346256552,1879,2,5,5,5,1993,2,1,3,1994,7,5,10560,1079,800,1079,4,3,4,239900,230920.64650585325,8979.353494146751,1002 VERMONT CT,SawyerW,overvalued
527364030,42.04901822222222,-93.639552,1884,7,5,9,6,2003,2,1,3,2003,7,5,7000,1016,868,926,5,3,4,240900,231982.96768037695,8917.032319623046,2723 SOMERSET DR,Somerst,overvalued
909275110,42.01853567565075,-93.64257482447317,1718,2,3,7,5,1927,2,1,4,1992,7,7,7230,867,851,851,4,3,3,238000,229096.07314366297,8903.926856337028,407 PEARSON AVE,Crawfor,overvalued
528365070,42.04971038436874,-93.65412668416836,2646,7,5,9,6,1993,2,1,4,1993,7,5,9900,1372,1274,1347,4,3,4,260000,251546.10812494758,8453.891875052417,3145 SYCAMORE RD,NoRidge,overvalued
907130100,42.02119537927844,-93.68851928140653,1764,3,7,9,1,1997,2,1,3,1997,6,5,15426,928,836,928,4,3,4,231500,223184.1303908115,8315.869609188492,5232 SCHUBERT ST,CollgCr,overvalued
528175060,42.05833262355332,-93.65012184751309,1314,10,5,6,5,2007,2,0,2,2008,7,5,5001,1314,-,1314,4,3,4,230000,221996.97567184555,8003.0243281544535,2905 ROXBORO DR,NridgHt,overvalued
527190050,42.0610026,-93.6325959,1767,10,5,6,5,1987,2,0,2,1987,7,7,5306,1064,703,1064,4,4,4,239000,231196.18480703176,7803.815192968235,1608 STONE BROOKE RD,StoneBr,overvalued
528490040,42.05100085340539,-93.6408471633756,1553,7,5,9,6,2003,2,0,3,2004,7,5,8736,1553,-,1553,4,3,4,234500,226746.5303171159,7753.4696828841115,2404 CLAYTON DR,Somerst,overvalued
907175030,42.018169045677084,-93.69174026119212,1525,3,7,9,1,2000,2,0,3,2000,7,5,9100,1525,-,1525,4,3,4,235000,227896.72542794183,7103.274572058173,5423 THACKERAY DR,CollgCr,overvalued
532476050,42.037211,-93.660602,2646,7,5,9,6,1974,2,0,3,1974,7,4,14330,2151,495,1748,4,3,4,260000,253033.43571990472,6966.564280095277,1601 AMHERST DR,Veenker,overvalued
905426010,42.02822981289852,-93.66349395424875,2158,4,7,6,1,1950,2,0,4,2001,6,7,12615,2158,-,1202,4,3,3,243000,236200.81262082842,6799.187379171577,3432 OAKLAND ST,Edwards,overvalued
527108040,42.06279969481224,-93.63602729662435,1801,10,5,6,5,2005,2,1,3,2005,8,5,10463,901,900,893,4,3,4,239900,233123.8427224768,6776.157277523191,4309 HARRISON CIR,Gilbert,overvalued
906392110,42.023794433026524,-93.68912644511609,1498,3,7,9,1,2005,2,0,3,2006,8,5,11645,1498,-,1498,4,3,5,237000,230455.42222055304,6544.577779446961,203 HARTFORD DR,CollgCr,overvalued
907262050,42.01620173469388,-93.68697655102041,1829,3,7,9,1,2003,2,1,3,2003,7,6,9548,941,888,941,4,3,4,237000,230636.81873510644,6363.181264893559,5025 KEATS ST,CollgCr,overvalued
907196040,42.016650428661464,-93.68902362497393,1823,3,7,9,1,2000,2,1,3,2001,7,5,12192,928,895,928,4,3,4,235000,228824.49645691627,6175.503543083731,712 WILDER BLVD,CollgCr,overvalued
907280040,42.01871460122548,-93.68100702779306,2098,3,7,9,1,1997,2,1,4,1997,7,5,9375,1044,1054,1040,4,3,4,240000,233944.422340432,6055.577659567993,4616 HEMINGWAY DR,CollgCr,overvalued
528108020,42.062985606756705,-93.6541551783833,2042,10,5,6,5,2008,2,1,3,2009,8,5,12704,2042,-,2042,5,3,5,253293,247485.08099815255,5807.919001847447,3122 SEDWICK ST,NridgHt,overvalued
905376090,42.02639678631141,-93.6687965280378,1325,4,7,6,1,1948,2,0,3,2005,5,7,17541,1325,-,409,4,3,3,216000,210249.75666234977,5750.24333765023,3714 WOODLAND ST,Edwards,overvalued
527354040,42.053262801007165,-93.63574211446308,1872,6,6,2,1,1988,2,0,3,1988,7,5,10400,1872,-,1845,3,3,4,241500,235844.50899365486,5655.491006345139,2006 POLK DR,NWAmes,overvalued
907187040,42.01793292035177,-93.68910880869741,1873,3,7,9,1,1999,2,1,3,1999,7,5,10820,988,885,988,4,3,4,235500,230273.40607528604,5226.593924713961,5207 CERVANTES DR,CollgCr,overvalued
528326060,42.055759454849536,-93.65294508026614,2285,7,5,9,6,2000,2,1,4,2000,8,5,11000,997,1288,969,4,3,4,248000,242938.65480027266,5061.345199727337,3109 ALMOND RD,NoRidge,overvalued
909428170,42.01264838383838,-93.64039073737374,1898,2,3,7,5,1956,2,1,3,1956,5,5,26073,1898,-,1898,3,3,3,236500,231565.84080847265,4934.159191527346,2117 GREENBRIAR CIR,Crawfor,fair price
916403130,41.9993665708047,-93.64609147866199,2514,6,6,3,3,1990,2,1,4,1991,7,5,11170,1298,1216,1216,3,3,4,250000,245312.7230077804,4687.276992219588,2510 WHITE OAK DR,Timber,fair price
535427070,42.03966656627249,-93.60412723685246,2069,5,2,4,1,1960,2,0,4,2007,7,7,27650,2069,-,585,4,3,4,242000,237345.40364861302,4654.596351386979,1724 MEADOWLANE AVE,NAmes,fair price
528439030,42.05319216790972,-93.64361585829182,1616,7,5,9,6,2005,2,0,3,2005,7,5,8688,1616,-,1616,4,3,4,232000,227355.49635487955,4644.5036451204505,2613 YORKSHIRE ST,Somerst,fair price
527146010,42.06082197543335,-93.6323134790355,1734,10,5,6,5,1995,2,0,2,1996,8,5,8013,1734,-,1587,4,3,4,239500,235179.04170581303,4320.958294186974,4139 STONE BROOKE RD,StoneBr,fair price
924152030,41.98920287894761,-93.60018413490596,1797,6,6,3,3,1993,2,1,3,1994,6,5,12961,1152,645,1152,4,3,4,231000,227006.3280014585,3993.671998541511,3715 JEWEL DR,Mitchel,fair price
528427010,42.054377573521414,-93.6441540674731,1580,7,5,9,6,2007,2,0,3,2008,8,5,11932,1580,-,1580,4,3,4,235128,231181.9750227823,3946.0249772176903,3205 CULLEN DR,Somerst,fair price
906200230,42.03460782684323,-93.68528361724509,1822,2,5,5,5,1984,2,0,4,1984,6,5,23920,1105,717,1105,4,3,3,228500,224691.66198344796,3808.3380165520357,5010 ONTARIO ST,SawyerW,fair price
534128210,42.046481193134674,-93.63331189475613,2654,6,6,2,1,1968,2,1,4,1984,6,7,11029,1512,1142,1054,4,3,3,250000,246536.66236765386,3463.3376323461416,2513 PIERCE AVE,NWAmes,fair price
528326030,42.05576197061274,-93.65329081799592,2198,7,5,9,6,2000,2,1,4,2000,8,5,14260,1145,1053,1145,4,3,4,250000,246540.32618715672,3459.673812843277,3127 ALMOND RD,NoRidge,fair price
907253060,42.01847493317559,-93.68630890924456,1865,3,7,9,1,2000,2,1,3,2000,7,5,10316,992,873,992,4,3,4,235000,231830.20643389155,3169.7935661084484,4916 HEMINGWAY DR,CollgCr,fair price
534102025,42.04844622222222,-93.639552,1492,7,5,9,6,2002,2,0,3,2002,7,5,8000,1492,-,1492,4,3,4,230000,226866.0483754077,3133.9516245923005,2651 SOMERSET DR,Somerst,fair price
531376090,42.037596789612756,-93.6902622220076,1450,2,5,5,5,2008,2,0,2,2009,7,5,7328,1450,-,1450,4,3,4,224243,221245.87706302688,2997.1229369731154,5308 KANSAS DR,SawyerW,fair price
907194020,42.01656892409964,-93.6892297339987,1792,3,7,9,1,2001,2,1,3,2001,7,5,12435,963,829,963,4,3,4,231500,228569.61263836213,2930.3873616378696,717 WILDER BLVD,CollgCr,fair price
907285100,42.01785941350981,-93.6800134289633,1995,3,7,9,1,1995,2,1,4,1996,7,5,11250,950,1045,930,4,3,4,237000,234150.6148446487,2849.3851553513086,4520 CLEMENS BLVD,CollgCr,fair price
533241030,42.04650796460303,-93.64206048966598,1950,7,5,9,6,1997,2,1,3,1998,7,5,7399,975,975,975,4,3,4,239000,236291.73980316505,2708.260196834948,2509 CAMDEN DR,Somerst,fair price
533251110,42.04475538230206,-93.6460220352635,2362,7,5,9,6,1980,2,1,3,1980,7,6,12000,2362,-,2002,4,4,4,255000,252708.63760930765,2291.362390692346,2816 PINEHURST CIR,Veenker,fair price
906223090,42.03079004563383,-93.68199438769652,1949,2,5,5,5,1993,2,1,3,1994,7,5,9938,1062,887,1050,4,3,4,236000,233789.01312041792,2210.9868795820803,1006 VERMONT CT,SawyerW,fair price
906225180,42.03150314601391,-93.67996952877063,1440,2,5,5,5,1993,2,0,2,1993,6,8,9069,1440,-,1344,4,3,4,224500,222325.7960783135,2174.2039216865087,1005 DELAWARE AVE 1007,SawyerW,fair price
533135020,42.04729657142857,-93.65029642857142,1755,7,5,9,6,1991,2,1,3,2008,7,8,11949,975,780,975,4,3,4,235000,232868.49746089338,2131.5025391066156,2614 SOUTHRIDGE CIR,NoRidge,fair price
916455120,41.99551603030303,-93.6469074949495,1440,6,6,3,3,2003,2,0,3,2003,8,5,11202,1440,-,1432,4,3,5,232500,230542.0495131486,1957.9504868513905,2311 SUNCREST DR,Timber,fair price
526353050,42.051257,-93.616288,2117,5,2,4,1,1970,2,1,4,1970,6,7,12925,2117,-,1205,3,3,3,237500,235542.5925445652,1957.4074554347899,2907 DUFF AVE,NAmes,fair price
