PID,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,LotArea,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood
535403200,864,5,2,4,1,1959,1,0,2,1959,6,6,7332,864,-,864,4,3,3,120000,204558.00697841065,-84558.00697841065,211 E 16TH ST,NAmes
902306120,1540,5,6,5,0,1905,1,1,3,2005,5,9,6000,884,656,572,4,-,2,129400,213921.71500379493,-84521.71500379493,621 CLARK AVE,OldTown
908130020,914,4,7,6,1,2002,1,0,2,2002,6,5,8050,914,-,914,4,-,4,117250,201632.02084873905,-84382.02084873905,206 DOTSON DR,Edwards
535450310,1846,5,2,4,1,1949,2,0,3,1950,6,6,10496,1168,678,1040,3,3,3,143000,227352.92027006423,-84352.92027006423,1524 DUFF AVE,NAmes
909251170,1608,2,3,7,5,1925,2,1,3,1990,6,6,6171,1160,448,976,4,2,3,137450,221798.04030802532,-84348.04030802532,512 STANTON AVE,SWISU
535451040,988,5,2,4,1,1950,1,0,3,1950,5,7,7200,988,-,876,3,3,3,119000,203320.94631156814,-84320.94631156814,1517 STAFFORD AVE,NAmes
903227020,1196,5,6,5,0,1940,1,1,3,1950,6,6,6000,848,348,572,3,3,3,128000,212254.6451487285,-84254.64514872851,1225 ROOSEVELT AVE,BrkSide
527451110,1365,6,6,2,1,1970,1,1,3,1970,5,6,2368,765,600,765,3,3,3,125000,209228.87673293918,-84228.87673293918,1344 TRUMAN PL,BrDale
535303150,1319,5,2,4,1,1953,1,0,3,1953,5,6,10634,1319,-,608,3,3,3,123000,207220.3698685464,-84220.3698685464,611 16TH ST,NAmes
527404150,858,5,2,4,1,1971,1,0,2,1971,4,6,7340,858,-,858,3,3,3,110000,194210.90382749343,-84210.90382749343,3214 NIXON AVE,NAmes
923251180,1224,6,6,3,3,1960,1,0,4,1996,5,7,20000,1224,-,1224,3,3,3,131000,215200.17282325157,-84200.17282325157,413 TEAGARDEN DR,Mitchel
535455090,1278,5,2,4,1,1954,1,0,4,1954,6,5,7200,854,424,854,3,3,3,127500,211639.60544173635,-84139.60544173635,1312 CARROLL AVE,NAmes
910201050,1601,6,6,3,0,1925,2,0,3,2003,5,7,7288,936,665,936,3,-,3,129850,213974.2894256312,-84124.2894256312,1212 LINCOLN WAY,IDOTRR
535179120,922,5,2,4,1,1957,1,0,2,1957,5,5,9770,922,-,922,3,3,3,116000,200039.81821545766,-84039.81821545766,221 21ST ST,NAmes
923225240,1475,6,6,3,3,1977,2,0,4,1977,5,6,2665,925,550,757,3,3,3,127000,211030.26995237777,-84030.26995237777,3472 SOUTHDALE DR,MeadowV
905478030,1716,4,7,6,1,1949,1,1,3,2008,5,4,11409,1148,568,768,3,3,3,131000,215014.07162256626,-84014.07162256626,3218 WEST ST,Edwards
527402130,936,5,2,4,1,1969,1,0,2,1969,4,6,10295,936,-,936,3,3,4,111900,195755.88710121883,-83855.88710121883,1217 JEFFERSON ST,NAmes
908188140,1709,4,7,6,1,2004,2,0,3,2004,7,5,2522,970,739,970,4,3,4,137500,221307.7198873752,-83807.71988737519,3826 MARIGOLD DR,Edwards
903233080,2009,5,6,5,0,1939,2,0,4,1950,7,5,6240,1245,764,989,3,3,3,150000,233698.92063511605,-83698.92063511605,1021 HARDING AVE,BrkSide
903226150,949,5,6,5,0,1924,1,0,2,2003,5,7,6000,949,-,949,3,3,3,119000,202690.5900148184,-83690.59001481839,1218 CURTISS AVE,BrkSide
903227140,1232,5,6,5,0,1939,1,1,3,1950,6,6,6000,608,624,600,3,3,3,128000,211605.09984230038,-83605.09984230038,1226 MARSTON AVE,BrkSide
909256010,1465,2,3,7,5,1939,2,0,3,1950,5,5,10164,992,473,992,3,3,3,131000,214585.50882864965,-83585.50882864965,714 STANTON AVE,SWISU
535403040,912,5,2,4,1,1964,1,0,2,1964,5,5,7800,912,-,912,3,3,3,115000,198477.95807831496,-83477.95807831496,120 E O NEIL DR,NAmes
532378050,1024,2,5,5,5,1965,1,1,3,1965,5,6,13052,1024,-,1024,3,3,3,120875,204326.7143063136,-83451.7143063136,3900 WINDSOR CT,Sawyer
534226120,925,5,2,4,1,1965,1,0,2,1965,5,6,9100,925,-,925,3,3,3,117500,200935.07854115876,-83435.07854115876,2514 MELROSE AVE,NAmes
902328100,1690,5,6,5,0,1916,1,0,3,1950,7,6,8850,815,875,815,3,3,3,144000,227422.91536701622,-83422.91536701622,704 BURNETT AVE,OldTown
905479110,1164,4,7,6,1,1950,1,0,3,1950,5,5,10880,1164,-,1164,3,3,3,125000,208422.25471519952,-83422.25471519952,108 COLORADO AVE 110,Edwards
923275140,833,6,6,3,3,1985,1,0,3,1985,5,5,8780,833,-,833,3,-,3,112000,195419.57270351882,-83419.57270351882,3803 MINNETONKA AVE,Mitchel
909256120,954,2,3,7,5,1938,1,0,2,1950,5,7,6305,954,-,920,2,2,2,119750,203147.4655772054,-83397.46557720541,715 LYNN AVE,Crawfor
903227090,1412,5,6,5,0,1939,1,0,4,1950,6,6,6000,825,587,780,3,3,3,132500,215872.6898647973,-83372.68986479731,1206 MARSTON AVE,BrkSide
535475020,1796,5,2,4,1,1963,1,1,4,1963,6,5,7056,983,813,780,3,3,3,140000,223351.29907210515,-83351.29907210515,1531 LINDEN DR,NAmes
535325290,1005,5,2,4,1,1955,1,0,2,1955,4,5,10434,1005,-,1005,2,2,3,115000,198279.5759848125,-83279.57598481249,1611 DOUGLAS AVE,NAmes
905475150,1148,4,7,6,1,1952,1,0,2,1952,5,7,6420,1148,-,980,3,3,5,123500,206778.82518407388,-83278.82518407388,3212 WOODLAND ST,Edwards
527401130,1792,5,2,4,1,1974,2,2,4,1974,5,5,9000,896,896,896,3,3,4,133000,216267.44760921682,-83267.44760921682,1116 TOP O HOLLOW RD,NAmes
527425035,864,5,2,4,1,1972,1,0,3,1972,4,5,12735,864,-,864,3,3,3,111250,194515.6800343618,-83265.68003436181,908 TOP O HOLLOW RD,NAmes
909254100,1461,2,3,7,5,1926,1,0,3,1991,6,8,7155,686,775,686,3,3,3,135000,218259.35119453823,-83259.35119453823,2215 STORM ST,Crawfor
535301080,882,5,2,4,1,1952,1,0,2,1952,5,6,11556,882,-,720,4,3,3,116000,199244.14466556392,-83244.14466556392,1823 CLARK AVE,NAmes
527450080,1365,6,6,2,1,1973,1,1,3,1973,5,6,2160,765,600,765,4,3,3,125500,208740.42287947395,-83240.42287947395,1437 TRUMAN PL,BrDale
905107380,1073,2,5,5,5,1967,1,0,3,1967,5,5,9981,1073,-,1073,3,3,3,120000,203236.64192747982,-83236.64192747982,1008 ARKANSAS AVE,Sawyer
902106090,1428,5,6,5,0,1900,1,0,4,1970,7,7,6451,848,580,712,3,3,3,139900,223126.26373255358,-83226.26373255358,619 10TH ST,OldTown
914476020,1734,6,6,3,3,1977,2,0,4,1977,5,5,10125,1302,432,0,4,3,-,126000,209178.75595096912,-83178.75595096912,624 CRYSTAL ST,Mitchel
923202220,2034,6,6,3,3,1953,1,0,2,1953,3,5,43500,2034,-,0,3,3,-,130000,213177.86905799422,-83177.86905799422,3312 S DUFF AVE,Mitchel
923225390,945,6,6,3,3,1973,1,0,2,1973,5,6,2394,945,-,945,3,3,4,119500,202655.84405609898,-83155.84405609898,540 MEADOW CT,MeadowV
532376180,909,2,5,5,5,1968,1,0,3,1968,5,6,8450,909,-,882,3,3,3,116000,199086.2299531945,-83086.2299531945,3913 TORONTO ST,Sawyer
905378040,1610,4,7,6,1,1938,2,0,4,1990,3,4,18600,1052,558,972,2,3,3,124000,207083.03246787214,-83083.03246787214,120 MCDONALD DR,Edwards
902305110,1566,5,6,5,0,1900,2,0,3,2003,8,9,9600,930,636,930,4,3,3,150000,233057.14159075718,-83057.14159075718,722 CLARK AVE,OldTown
535476240,1045,5,2,4,1,1963,1,0,3,1963,6,6,7936,1045,-,1045,3,3,3,127000,210055.68020144434,-83055.68020144434,1409 MEADOWLANE AVE,NAmes
902101050,1668,5,6,5,0,1948,1,0,3,1950,5,6,9600,1226,442,1212,3,3,3,135000,217913.72545954445,-82913.72545954445,1211 CLARK AVE,OldTown
534250010,1656,6,6,2,1,1973,2,0,4,1973,5,5,9246,1656,-,1656,3,3,3,135000,217911.96472474965,-82911.96472474965,1504 24TH ST,NWAmes
905105040,897,2,5,5,5,1968,1,0,3,1968,5,5,8665,897,-,876,3,3,3,115000,197867.5875646552,-82867.5875646552,1001 ARIZONA AVE,Sawyer
908127100,816,4,7,6,1,1990,1,0,3,1990,6,5,11841,816,-,816,3,-,4,118500,201233.75734665323,-82733.75734665323,4025 APLIN RD,Edwards
534450180,858,5,6,5,0,1958,1,0,2,2008,5,7,7207,858,-,858,3,-,3,116500,199230.17846051126,-82730.17846051126,1413 SUMMIT AVE,BrkSide
903475040,1382,5,6,5,0,1941,1,1,2,1950,5,6,12358,854,-,720,3,3,3,128500,211226.48502557757,-82726.48502557757,914 6TH ST,OldTown
909254010,1228,2,3,7,5,1918,1,0,3,1990,7,8,7155,628,600,600,3,2,3,137000,219626.730370789,-82626.73037078901,2226 DONALD ST,Crawfor
903455090,1360,6,6,3,0,1938,1,1,2,1995,5,6,7200,803,557,803,4,3,3,125500,208005.8673294889,-82505.86732948889,1103 N 2ND ST,IDOTRR
535378120,1078,5,6,5,0,1925,1,0,3,1950,5,7,10230,1078,-,1054,5,3,3,125000,207505.05659397272,-82505.05659397272,1422 BURNETT AVE,OldTown
905480180,1340,4,7,6,1,1957,1,0,3,2006,5,6,9060,1340,-,0,3,3,-,120000,202403.1973480905,-82403.1973480905,3017 LINCOLN WAY,Edwards
534275100,864,5,2,4,1,1959,1,0,3,1959,5,7,8125,864,-,864,3,3,3,118000,200402.69265851076,-82402.69265851076,2013 MELROSE AVE,NAmes
902105060,1464,5,6,5,0,1910,2,0,3,2002,5,8,9900,764,700,504,3,-,3,129000,211389.21643835874,-82389.21643835874,1103 BURNETT AVE,OldTown
903225140,1210,5,6,5,0,1941,1,0,3,2006,5,7,5000,832,378,672,4,3,3,124000,206381.86343442666,-82381.86343442666,1222 NORTHWESTERN AVE,BrkSide
902128170,804,5,6,5,0,1940,1,0,2,1992,5,7,7200,804,-,788,4,3,3,119000,201326.28696238116,-82326.28696238116,1126 BURNETT AVE,OldTown
905452160,1172,4,7,6,1,1954,1,0,3,1998,5,7,9525,1172,-,1172,3,3,3,128000,210310.14577157365,-82310.14577157365,322 CRANE AVE,Edwards
903484020,1469,6,6,3,0,1906,1,0,3,1995,6,7,10320,756,713,756,3,3,3,135000,217198.2280603234,-82198.2280603234,1018 N 2ND ST,IDOTRR
535302070,948,5,2,4,1,1952,1,0,2,1952,6,6,10950,948,-,948,3,3,3,125000,207120.02485859714,-82120.02485859714,1823 BURNETT AVE,NAmes
903228080,1218,5,6,5,0,1941,1,0,3,1950,6,6,6000,869,349,735,3,3,3,131000,213087.72807206056,-82087.72807206056,807 12TH ST,BrkSide
903476030,1812,5,6,5,0,1900,2,0,4,1996,5,9,7630,1032,780,360,4,3,4,140000,222057.6830216436,-82057.6830216436,722 6TH ST 724,OldTown
905451300,1073,4,7,6,1,1956,1,0,2,1956,5,5,9571,1073,-,1073,3,3,3,121500,203544.56974846052,-82044.56974846052,3642 STORY ST,Edwards
534278190,894,5,2,4,1,1960,1,0,3,1960,5,7,8680,894,-,894,3,3,3,117600,199620.7035971738,-82020.7035971738,815 FURMAN DR,NAmes
909103020,1273,4,7,6,1,1910,1,0,3,1993,4,7,11388,1055,218,616,4,3,3,121000,202932.75065041042,-81932.75065041042,2812 ARBOR ST,Edwards
534175010,1680,6,6,2,1,1976,2,0,4,1976,5,6,11500,1680,-,1680,3,3,3,136905,218775.50081956008,-81870.50081956008,1818 24TH ST,NWAmes
535376090,833,5,6,5,0,1954,1,0,2,2000,5,7,5400,833,-,833,4,3,3,117000,198860.00407860547,-81860.00407860547,217 15TH ST,OldTown
902206270,1798,5,6,5,0,1900,2,1,4,1950,4,8,9639,1156,642,1075,3,3,3,137000,218817.11670441396,-81817.11670441396,930 DUFF AVE,OldTown
535152010,1604,5,2,4,1,1958,2,0,4,1958,5,5,8267,1604,-,1604,3,3,3,135000,216771.028179685,-81771.028179685,2317 CLARK AVE,NAmes
534430090,932,5,2,4,1,1950,1,0,2,1950,6,5,8280,932,-,932,4,3,3,124000,205760.49307614233,-81760.49307614233,906 MURRAY DR,NAmes
908102140,1092,4,7,6,1,1966,1,0,3,1966,5,5,9825,1092,-,1092,3,3,3,123000,204731.9249631005,-81731.9249631005,221 TODD CIR,Edwards
534178010,1052,6,6,2,1,1963,1,0,3,1963,6,5,10800,1052,-,1052,3,3,3,127000,208724.7888577901,-81724.78885779009,1411 20TH ST,NWAmes
923204150,1824,6,6,3,3,1971,2,2,4,1971,6,5,9400,912,912,912,3,-,3,139000,220676.6320144362,-81676.63201443621,3304 OPAL DR 3306,Mitchel
903227150,1453,5,6,5,0,1942,1,1,3,1950,5,6,6360,955,498,835,4,3,3,132000,213519.66856857753,-81519.66856857753,1230 MARSTON AVE,BrkSide
902402130,1363,5,6,5,0,1910,1,0,3,1950,4,7,7740,741,622,622,3,3,2,125500,207005.46191917566,-81505.46191917566,713 CRAWFORD AVE,OldTown
903455140,1040,6,6,3,0,1925,1,0,2,1992,6,7,7200,1040,-,1040,3,3,3,127500,208971.67502501106,-81471.67502501106,1127 N 2ND ST,IDOTRR
534426110,1041,5,2,4,1,1959,1,0,3,1959,5,6,9600,1041,-,1041,3,3,3,124500,205918.16252080444,-81418.16252080444,1926 HUNZIKER DR,NAmes
911128020,1001,6,6,3,0,1930,1,0,2,2007,5,9,6060,1001,-,837,4,3,3,124900,206214.64844870276,-81314.64844870276,320 S 2ND ST,IDOTRR
535378080,1281,5,6,5,0,1925,2,0,1,1993,4,7,10284,845,436,1151,3,3,3,128500,209770.82478471624,-81270.82478471624,1400 BURNETT AVE,OldTown
903236040,1072,5,6,5,0,1925,1,0,2,1950,5,5,8635,1072,-,1072,3,2,3,126500,207770.25750175468,-81270.25750175468,720 10TH ST,BrkSide
909176150,856,2,3,7,5,1939,1,0,2,1950,6,6,7890,856,-,856,3,3,3,126000,207266.52654391568,-81266.52654391568,436 HAYWARD AVE,SWISU
534453150,1252,5,6,5,0,1908,1,0,3,1991,5,8,7438,936,316,504,3,3,2,127000,208247.16180487242,-81247.16180487242,1402 RIDGEWOOD AVE,BrkSide
907203110,969,3,7,9,1,1975,1,1,3,1975,5,6,10356,969,-,969,3,3,3,122000,203222.45536380753,-81222.45536380753,4923 SCHUBERT ST,CollgCr
902427150,1093,5,6,5,0,1958,1,0,2,2006,4,6,8516,1093,-,869,3,3,3,115500,196715.1719893366,-81215.17198933661,425 E 6TH ST,OldTown
535450210,1224,5,2,4,1,1948,1,0,3,2004,6,8,8064,816,408,816,3,3,3,132000,213093.67075283077,-81093.67075283077,1412 DUFF AVE,NAmes
905475160,1089,4,7,6,1,1954,1,0,3,1954,5,6,7440,1089,-,1089,3,3,4,125000,206078.1563264242,-81078.15632642421,3208 WOODLAND ST,Edwards
902325100,2104,5,6,5,0,1910,2,0,5,2005,7,6,6300,1226,878,1226,3,2,3,155000,236059.71495685747,-81059.71495685747,802 BURNETT AVE,OldTown
910200080,919,6,6,3,0,1926,1,0,2,1998,6,8,7000,919,-,894,3,3,3,126000,207033.3846135384,-81033.3846135384,121 S RUSSELL AVE,IDOTRR
910203020,778,6,6,3,0,1940,1,0,2,1955,5,6,6900,778,-,740,3,5,3,120500,201502.9362132978,-81002.9362132978,1312 S 2ND ST,IDOTRR
909275040,1603,2,3,7,5,1923,1,0,4,1950,6,3,9650,819,784,784,3,3,3,138000,218992.39318654145,-80992.39318654145,311 PEARSON AVE,Crawfor
923225200,1475,6,6,3,3,1976,2,0,4,1976,5,7,2665,925,550,550,3,3,4,129500,210452.1823435897,-80952.1823435897,3448 SOUTHDALE DR,MeadowV
906425045,1445,2,5,5,5,1900,2,0,3,1993,6,8,14235,831,614,676,3,3,2,138500,219414.87913420683,-80914.87913420683,821 DELAWARE AVE,SawyerW
535451010,910,5,2,4,1,1953,1,0,3,1996,5,7,8892,910,-,105,4,3,3,116000,196898.72039329336,-80898.72039329336,214 E 16TH ST,NAmes
527452190,1069,6,6,2,1,1977,2,0,2,1977,6,5,4043,1069,-,1069,3,3,4,127500,208352.8217381519,-80852.82173815189,2921 NORTHWESTERN AVE,NPkVill
905101200,1029,2,5,5,5,1961,1,0,3,1961,4,5,7943,1029,-,1029,3,3,3,118500,199301.57983401962,-80801.57983401962,3812 ONTARIO ST,Sawyer
903232100,1426,5,6,5,0,1930,1,0,3,1992,5,7,6240,1014,412,966,3,2,3,131750,212513.611614947,-80763.611614947,1015 ROOSEVELT AVE,BrkSide
535302200,972,5,2,4,1,1955,1,0,3,1955,5,6,10895,972,-,972,3,3,3,122500,203245.01914317394,-80745.01914317394,1920 CLARK AVE,NAmes
534477110,1668,5,2,4,1,1950,1,1,3,2005,6,8,9600,1112,556,856,3,3,3,140000,220726.25806404202,-80726.25806404202,1411 ROOSEVELT AVE,NAmes
905101070,1005,2,5,5,5,1964,1,0,3,1964,4,3,14299,1005,-,1005,3,3,3,115400,196121.7921135951,-80721.79211359509,4018 ONTARIO ST,Sawyer
907227090,864,3,7,9,1,1972,1,0,3,1972,5,8,7200,864,-,864,3,3,3,119900,200620.2567736852,-80720.25677368519,300 ROCKWELL AVE,CollgCr
909275030,2002,2,3,7,5,1949,2,0,4,1950,5,6,6270,1001,1001,1001,3,3,3,145000,225705.2011674535,-80705.20116745349,2140 SUNSET DR 2142,Crawfor
905104240,868,2,5,5,5,1971,1,0,2,1990,5,6,8425,868,-,768,3,3,4,119900,200596.47173108702,-80696.47173108702,803 YUMA AVE 805,Sawyer
535451250,1904,5,2,4,1,1950,1,1,3,1982,5,4,7200,1136,768,1208,3,3,3,138000,218661.39394269206,-80661.39394269206,1518 CARROLL AVE,NAmes
902201120,789,5,6,5,0,1948,1,0,2,1950,5,5,6000,789,-,789,3,3,3,115000,195659.40868873667,-80659.40868873667,1216 CARROLL AVE,OldTown
526302110,882,5,2,4,1,1956,1,0,2,1956,6,5,13008,882,-,882,3,3,2,124500,205087.84204818518,-80587.84204818518,623 RIVER OAK DR,NAmes
535451210,1040,5,2,4,1,1950,1,0,2,1950,4,5,7200,1040,-,0,3,3,-,109900,190433.24659424956,-80533.24659424956,1430 CARROLL AVE,NAmes
531451150,1266,2,5,5,5,1980,1,1,2,1980,6,5,8012,630,636,630,3,3,3,128000,208516.24254303565,-80516.24254303565,1307 INDIANA AVE,SawyerW
905451320,1144,4,7,6,1,1956,1,0,3,1956,5,6,9571,1144,-,1144,3,3,3,129000,209504.36893130135,-80504.36893130135,3630 STORY ST,Edwards
534276180,1074,5,2,4,1,1956,1,0,2,1956,5,5,7450,1074,-,894,4,3,3,124000,204464.48749309467,-80464.48749309467,2027 FERNDALE AVE,NAmes
905452110,1531,4,7,6,1,1947,1,0,3,1979,4,6,9350,1169,-,756,3,2,3,127000,207447.13231156627,-80447.13231156627,307 FRANKLIN AVE,Edwards
905475270,864,2,3,7,5,1958,1,0,3,1958,5,5,5400,864,-,864,3,3,3,118000,198402.8846469926,-80402.8846469926,3232 ELLIS ST,SWISU
535150280,1144,5,2,4,1,1963,1,1,3,1963,5,5,9204,1144,-,1144,3,3,3,124000,204391.91587796345,-80391.91587796345,617 20TH ST,NAmes
910226060,1638,6,6,3,0,1957,2,0,4,1957,6,5,9060,967,671,967,4,3,3,139000,219349.792594306,-80349.792594306,208 S MAPLE AVE,IDOTRR
902303100,1650,5,6,5,0,1910,2,0,3,1990,6,8,8398,991,659,926,3,3,4,144100,224414.0663682351,-80314.0663682351,609 7TH ST,OldTown
923225080,1040,6,6,3,3,1975,1,0,3,1975,5,6,4224,1040,-,1040,3,3,4,124000,204177.5531753798,-80177.55317537981,3334 SOUTHDALE DR,MeadowV
903426010,1344,5,6,5,0,1929,1,1,3,1990,7,6,5700,672,672,672,4,3,3,140000,220157.38476900425,-80157.38476900425,1012 9TH ST,OldTown
902206040,1316,5,6,5,0,1929,1,0,3,2001,5,7,5500,926,-,926,3,3,3,130000,210129.6329766824,-80129.63297668239,1021 CARROLL AVE,OldTown
908276230,948,4,7,6,1,1954,1,0,3,1954,4,6,8190,948,-,948,3,3,3,119000,199111.02165797498,-80111.02165797498,318 HILLTOP RD,Edwards
535375050,1656,5,6,5,0,1916,2,1,3,1987,5,7,10410,808,704,660,3,2,2,135000,214984.92770662878,-79984.92770662878,1517 KELLOGG AVE,OldTown
527404100,950,5,2,4,1,1971,1,0,3,1971,5,5,9758,950,-,950,3,3,3,119500,199465.0524827556,-79965.0524827556,3215 GARNER AVE,NAmes
534276160,912,5,2,4,1,1958,1,0,2,1985,5,7,7535,912,-,912,3,3,3,120000,199860.99785981642,-79860.99785981642,2033 FERNDALE AVE,NAmes
905478220,1480,4,7,6,1,1951,1,0,4,1994,5,6,11100,1080,400,1080,3,3,3,136500,216338.1912810966,-79838.1912810966,3123 STORY ST,Edwards
535303110,1062,5,2,4,1,1954,1,0,3,1954,6,7,8128,1062,-,1062,3,3,3,131000,210833.93305015838,-79833.93305015838,608 DURRELL CIR,NAmes
527352150,2050,6,6,2,1,1978,2,1,4,1978,7,6,13250,1154,896,832,4,3,4,154000,233828.5037951839,-79828.5037951839,2108 STEVENSON DR,NWAmes
535152280,1364,5,2,4,1,1957,1,1,3,1957,5,5,8400,1364,-,1179,3,3,2,132000,211811.09032565242,-79811.09032565242,2318 JENSEN AVE,NAmes
534479300,936,5,2,4,1,1954,1,0,2,1975,5,6,9888,936,-,936,3,3,3,121000,200737.53298817063,-79737.53298817063,1512 HARDING AVE,NAmes
534479320,1268,5,2,4,1,1954,1,0,2,1954,5,6,7800,1268,-,1268,3,3,3,132000,211733.5948497536,-79733.5948497536,1526 HARDING AVE,NAmes
904100090,1921,2,5,5,5,1964,2,0,4,1964,6,5,11136,1921,-,1921,3,3,3,150000,229663.65551305385,-79663.65551305385,2800 ONTARIO ST,Sawyer
903232190,1040,5,6,5,0,1936,1,0,2,1980,5,7,6240,548,492,528,3,3,3,123900,203559.3002158077,-79659.30021580771,1028 MARSTON AVE,BrkSide
535325350,1056,5,2,4,1,1955,1,1,3,1955,5,6,13600,1056,-,1056,3,3,3,125000,204648.5498910809,-79648.54989108091,225 16TH ST,NAmes
909131170,1482,2,3,7,5,1925,2,0,4,1950,6,8,12155,810,672,672,2,3,3,140000,219564.3539456696,-79564.3539456696,327 STANTON AVE,SWISU
909178160,1489,2,3,7,5,1940,2,0,3,1950,6,7,9900,944,545,778,3,3,3,139500,219033.16891451192,-79533.16891451192,609 STANTON AVE,SWISU
908103310,1012,4,7,6,1,1975,2,0,4,1975,6,5,7840,1012,-,976,3,-,4,127500,207018.73264432437,-79518.73264432437,200 WELLONS DR 202,Edwards
904100170,1640,2,5,5,5,1950,1,0,3,1950,5,5,21370,1640,-,0,3,3,-,131000,210514.88187337713,-79514.88187337713,2925 ROSS RD,Sawyer
909101180,1716,2,3,7,5,1912,2,0,6,2000,5,6,5687,936,780,780,2,-,3,135900,215414.6018040756,-79514.60180407559,213 S HYLAND AVE,SWISU
902201110,1328,5,6,5,0,1950,1,1,3,1970,5,7,6000,768,560,768,3,3,3,129500,208993.88594254153,-79493.88594254153,1212 CARROLL AVE,OldTown
905103110,1040,2,5,5,5,1966,1,0,3,1966,5,4,11677,1040,-,1040,3,3,3,123000,202489.39275981009,-79489.39275981009,4027 ROSS RD,Sawyer
905101300,1832,2,5,5,5,1967,2,0,4,1967,4,3,10773,1832,-,1832,3,-,3,136000,215449.38390838949,-79449.38390838949,3901 QUEBEC ST 3903,Sawyer
907202220,879,3,7,9,1,1975,1,0,3,1975,5,6,9675,879,-,864,3,3,3,120000,199277.90222547663,-79277.90222547663,4922 SCHUBERT ST,CollgCr
909175030,1595,2,3,7,5,1940,1,0,2,2000,6,5,8400,1192,403,940,3,3,3,140000,219253.70285759337,-79253.70285759337,421 HAYWARD AVE,SWISU
909250120,1784,2,3,7,5,1914,1,1,4,1950,5,5,13132,892,892,747,3,2,4,138887,218095.80237370526,-79208.80237370526,419 LYNN AVE,Crawfor
905225020,2654,2,5,5,5,1920,3,0,4,1996,5,4,16779,1567,1087,671,3,3,4,158000,237179.4845819334,-79179.48458193339,3316 ONTARIO ST,Sawyer
902327040,1652,5,6,5,0,1915,2,0,4,1950,5,6,10800,966,686,686,3,3,2,139000,218134.50741093187,-79134.50741093187,815 DUFF AVE,OldTown
909253180,1477,2,3,7,5,1928,2,0,3,1950,7,7,6292,877,600,861,3,3,3,145000,224078.12441362636,-79078.12441362636,618 STANTON AVE,SWISU
902105050,1306,5,6,5,0,1910,1,1,3,2003,5,8,15660,810,496,240,4,2,3,130000,209076.10193102117,-79076.10193102117,1111 BURNETT AVE,OldTown
535452140,732,5,2,4,1,1952,1,0,2,1952,5,7,7200,732,-,732,3,3,3,118900,197834.76808780426,-78934.76808780426,1402 STAFFORD AVE,NAmes
908152180,2233,4,7,6,1,1979,2,1,5,1979,5,6,9555,1100,1133,0,3,3,-,141000,219934.0441675813,-78934.0441675813,407 JEFFREY LN 409,Edwards
535403030,952,5,2,4,1,1968,1,0,3,1968,6,6,8300,952,-,952,3,3,3,128500,207418.5542330708,-78918.55423307081,114 E O NEIL DR,NAmes
534202020,1051,5,2,4,1,1966,1,0,3,1966,5,5,9759,1051,-,1051,3,3,3,124400,203269.48100982048,-78869.48100982048,1210 28TH ST,NAmes
534479240,1728,5,2,4,1,1949,1,1,3,1973,5,6,9462,1024,704,704,3,3,3,137000,215765.50262451533,-78765.50262451533,1412 HARDING AVE,NAmes
923275090,923,6,6,3,3,1984,1,0,3,1985,5,5,6951,923,-,876,3,3,3,119500,198228.73607579156,-78728.73607579156,508 ELY CIR,Mitchel
903233140,854,5,6,5,0,1929,1,0,2,2001,7,8,6120,854,-,832,3,3,3,132000,210655.87891830425,-78655.87891830425,1004 ROOSEVELT AVE,BrkSide
535478110,1025,5,2,4,1,1962,1,0,3,1962,5,5,7000,1025,-,1025,3,-,3,124000,202600.5438546039,-78600.5438546039,515 E 13TH ST,NAmes
909176180,1551,2,3,7,5,1938,2,0,3,1950,5,5,10890,1058,493,1058,2,2,2,137000,215551.62328030734,-78551.62328030734,422 HAYWARD AVE,SWISU
532378110,1040,2,5,5,5,1962,1,1,3,2010,5,8,6897,1040,-,1040,3,3,3,127000,205480.45306032972,-78480.45306032972,3804 TORONTO ST,Sawyer
905452120,1269,4,7,6,1,1962,1,1,3,2001,6,8,9360,621,648,621,3,3,3,134500,212875.01408049194,-78375.01408049194,301 FRANKLIN AVE,Edwards
903202120,1577,5,6,5,0,1939,1,0,3,1950,6,5,6435,972,605,972,2,3,3,140200,218546.67918422684,-78346.67918422684,1036 RIDGEWOOD AVE,BrkSide
534431130,960,5,2,4,1,1955,1,0,2,1955,5,5,9768,960,-,960,3,3,3,122000,200317.81452071766,-78317.81452071766,803 16TH ST,NAmes
534225120,1728,5,2,4,1,1965,2,0,6,1965,5,5,13101,1728,-,1728,3,3,3,142600,220913.67465272936,-78313.67465272936,2704 MELROSE AVE,NAmes
527401160,1792,5,2,4,1,1974,2,2,4,1974,5,5,9000,896,896,896,3,-,4,136000,214311.20935818958,-78311.20935818958,1104 TOP O HOLLOW RD,NAmes
535304100,1112,5,2,4,1,1951,1,0,2,1951,5,5,13070,1112,-,631,3,3,3,126000,204223.29868693932,-78223.29868693932,1605 CLARK AVE,NAmes
535354070,1200,5,2,4,1,1950,1,0,3,1950,5,6,9600,1200,-,1200,3,3,3,129900,208019.6153954474,-78119.61539544741,1407 CLARK AVE,NAmes
