PID,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,LotArea,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,Latitude,Longitude,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood
528480130,1550,7,5,9,6,2006,2,0,2,2007,7,5,8125,1112,438,1092,4,3,4,42.05141960255021,-93.64276862997761,241000,307125.32761743653,-66125.32761743653,2527 CLAYTON DR,Somerst
528480150,1576,7,5,9,6,2006,2,1,3,2006,7,5,8125,778,798,770,4,3,4,42.05138919534893,-93.64367262325129,197000,298446.9063811208,-101446.90638112079,2609 CLAYTON DR,Somerst
528480160,1665,7,5,9,6,2007,2,1,3,2007,7,6,8125,822,843,813,4,3,4,42.0513878166948,-93.64373879864944,205950,289438.4965388286,-83488.4965388286,2615 CLAYTON DR,Somerst
528480180,1584,7,5,9,6,2007,2,0,2,2007,8,5,10440,1584,-,1574,5,3,4,42.05138551893792,-93.64384909097967,261329,346954.127822839,-85625.12782283901,2625 CLAYTON DR,Somerst
528482010,1685,7,5,9,6,2006,2,0,2,2006,8,5,11824,1685,-,1685,4,3,4,42.05211211938322,-93.64081258920635,253000,340855.0889124833,-87855.0889124833,2428 KINGSTON DR,Somerst
528482020,1660,7,5,9,6,2007,2,0,3,2007,8,5,10625,1660,-,1660,4,3,4,42.05210678848806,-93.64072038253975,256000,334892.81471949106,-78892.81471949106,2422 KINGSTON DR,Somerst
528482030,2443,7,5,9,6,2004,2,1,4,2004,6,5,10625,1158,1285,1158,4,3,4,42.05209934919439,-93.64062832128066,265000,343308.25545059604,-78308.25545059604,2416 KINGSTON DR,Somerst
528482040,1662,7,5,9,6,2006,2,0,3,2007,7,5,10625,1662,-,1652,5,3,4,42.05209502548216,-93.64053606379285,291000,354629.40134966024,-63629.40134966024,2410 KINGSTON DR,Somerst
528482090,2466,7,5,9,6,2004,3,0,4,2005,8,5,11143,1580,886,1580,4,3,4,42.05105825602237,-93.63971724582727,340000,354425.94808582746,-14425.948085827462,2307 CLAYTON DR,Somerst
528482130,2094,7,5,9,6,2003,2,1,4,2004,7,5,9375,912,1182,912,4,3,4,42.051301476252156,-93.64100410148941,263000,317474.14833621925,-54474.14833621925,2421 CLAYTON DR,Somerst
528488100,1221,7,5,9,6,2004,2,0,2,2005,7,5,7500,1221,-,1221,4,3,4,42.05125546848755,-93.64269276238963,185000,277980.70816435583,-92980.70816435583,2520 CLAYTON DR,Somerst
528488120,1266,7,5,9,6,2005,2,0,3,2005,7,5,7500,1266,-,1257,4,3,4,42.05122408118039,-93.64361043552432,176000,272638.6537842169,-96638.6537842169,2602 CLAYTON DR,Somerst
528488130,1301,7,5,9,6,2006,2,0,2,2006,7,5,7200,1301,-,1293,4,3,4,42.0512234774297,-93.64365523268008,187750,301370.7756724534,-113620.7756724534,2606 CLAYTON DR,Somerst
528488140,1218,7,5,9,6,2007,2,0,2,2008,7,5,7500,1218,-,1218,4,3,4,42.05122208592715,-93.64372242237481,230348,315897.3871419467,-85549.3871419467,2612 CLAYTON DR,Somerst
528490040,1553,7,5,9,6,2003,2,0,3,2004,7,5,8736,1553,-,1553,4,3,4,42.05100085340539,-93.6408471633756,234500,320108.40022197843,-85608.40022197843,2404 CLAYTON DR,Somerst
528490070,1653,7,5,9,6,2003,2,1,3,2003,7,5,8127,812,841,812,4,3,4,42.05088919830085,-93.63984883545916,209000,298765.55221485725,-89765.55221485725,2318 CLAYTON DR,Somerst
528490080,1728,7,5,9,6,2003,2,1,3,2003,6,5,8791,864,864,864,4,3,4,42.05089156910706,-93.63977789364255,207500,301257.79617782845,-93757.79617782845,2312 CLAYTON DR,Somerst
531363010,1218,2,5,5,5,2007,1,1,3,2007,7,6,9605,1218,-,1218,4,3,4,42.03771545869594,-93.69140194782878,159000,263570.94987870805,-104570.94987870805,5406 KANSAS DR,SawyerW
531363030,1141,2,5,5,5,2006,1,1,3,2006,7,5,7500,1141,-,1141,4,3,4,42.03772392063905,-93.69148692644863,152000,254116.09157318305,-102116.09157318305,5416 KANSAS DR,SawyerW
531363040,1143,2,5,5,5,2006,1,1,3,2006,7,5,7500,1143,-,1143,4,-,4,42.03772915110559,-93.69153789772672,147000,239639.28978110896,-92639.28978110896,5422 KANSAS DR,SawyerW
531363050,1158,2,5,5,5,2004,1,1,3,2004,6,5,7500,1158,-,1158,4,-,4,42.03773282264411,-93.691571859458,143500,224654.16075445656,-81154.16075445656,5426 KANSAS DR,SawyerW
531363060,1080,2,5,5,5,2004,1,0,3,2005,7,5,7500,1080,-,1080,4,-,4,42.03779694130547,-93.69220054665072,141000,245467.9620171498,-104467.96201714981,5500 KANSAS DR,SawyerW
531363080,1142,2,5,5,5,2005,1,1,3,2005,6,5,7733,1142,-,1142,4,-,3,42.037805872725784,-93.69228547634813,139500,226276.41150137444,-86776.41150137444,5510 KANSAS DR,SawyerW
531367050,2084,2,5,5,5,2004,2,1,4,2004,7,5,10142,956,1128,956,4,3,4,42.03629930100185,-93.69289640141052,233000,312686.790317042,-79686.79031704197,5505 MARYLAND ST,SawyerW
531369010,1812,2,5,5,5,2004,2,1,3,2004,7,5,10628,871,941,835,4,3,4,42.03601702285148,-93.69162303599694,193000,288495.54542641947,-95495.54542641947,5404 MARYLAND ST,SawyerW
531369020,1512,2,5,5,5,2004,2,0,3,2004,8,5,10141,1512,-,1512,4,3,4,42.03603024775898,-93.6917229492389,203000,326718.68726459326,-123718.68726459326,5412 MARYLAND ST,SawyerW
531369060,1659,2,5,5,5,2004,2,1,3,2004,7,5,11920,831,828,831,4,3,4,42.036135,-93.69297760282022,181000,283363.73593309824,-102363.73593309824,5512 MARYLAND ST,SawyerW
531371050,1200,2,5,5,5,2003,2,0,2,2003,7,5,10083,1200,-,1176,4,3,4,42.03528752361049,-93.69198539448637,184900,279218.75714155386,-94318.75714155386,5429 TENNESSEE ST,SawyerW
531371070,1696,2,5,5,5,2003,2,1,3,2003,6,5,10110,835,861,835,4,3,4,42.035276414492586,-93.69301254493764,188000,279937.4893202202,-91937.4893202202,5513 TENNESSEE ST,SawyerW
531373060,1663,2,5,5,5,2003,2,1,3,2004,7,5,12774,835,828,835,4,3,4,42.03512185445334,-93.69195838073597,192500,283254.78852742934,-90754.78852742934,5426 TENNESSEE ST,SawyerW
531375040,1114,2,5,5,5,2004,1,1,3,2005,7,5,13072,1114,-,1114,4,3,4,42.03789478718914,-93.69152303149954,159000,247153.40225017595,-88153.40225017595,5425 KANSAS DR,SawyerW
531375050,1175,2,5,5,5,2005,1,0,3,2006,6,5,13072,1175,-,1175,4,-,4,42.03788941578877,-93.69147201386849,146000,221472.26497144336,-75472.26497144336,5419 KANSAS DR,SawyerW
531375070,1141,2,5,5,5,2005,1,1,3,2005,6,5,13072,1141,-,1141,3,3,4,42.037880984107865,-93.69138693054298,142500,227932.01273492692,-85432.01273492692,5409 KANSAS DR,SawyerW
531375090,1114,2,5,5,5,2004,1,1,3,2004,5,5,13072,1114,-,1114,4,-,4,42.03779939641082,-93.69062607322525,142000,206416.51711042455,-64416.51711042455,5325 KANSAS DR,SawyerW
531375100,1158,2,5,5,5,2004,1,1,3,2004,6,5,13072,1158,-,1158,4,3,4,42.03779751992414,-93.69060626586594,158000,267810.2365059892,-109810.23650598922,5321 KANSAS DR,SawyerW
531375110,1114,2,5,5,5,2004,1,1,3,2004,5,5,13695,1114,-,1114,4,3,3,42.03779564343747,-93.69058645850663,159000,231510.84066910294,-72510.84066910294,5317 KANSAS DR,SawyerW
531375120,1114,2,5,5,5,2003,1,0,3,2004,6,5,13695,1114,-,1114,4,3,4,42.03779282870747,-93.69055674746765,155000,245168.4916914822,-90168.4916914822,5311 KANSAS DR,SawyerW
531375130,1114,2,5,5,5,2003,2,0,3,2004,5,5,12450,1114,-,1114,4,3,4,42.03779023299645,-93.69052701683279,153000,236028.28047186186,-83028.28047186186,5305 KANSAS DR,SawyerW
531375140,1094,2,5,5,5,2003,1,0,3,2004,5,5,12450,1094,-,1094,4,3,4,42.037745,-93.690134,149000,242178.8007097948,-93178.8007097948,5225 KANSAS DR,SawyerW
531376010,1640,2,5,5,5,2004,2,1,3,2004,6,5,8366,798,842,798,4,3,4,42.03624601645499,-93.69123942575058,173000,264066.28177921596,-91066.28177921596,1410 CALIFORNIA AVE,SawyerW
531376030,1686,2,5,5,5,2005,2,1,3,2005,7,5,7800,891,795,891,4,3,4,42.03632713933951,-93.69122427464721,184000,279493.4064505306,-95493.40645053057,1422 CALIFORNIA AVE,SawyerW
531376050,1585,2,5,5,5,2005,2,1,3,2005,7,5,7632,831,754,784,4,3,4,42.037137314031035,-93.69121340618793,184900,268461.13357827,-83561.13357826998,1508 CALIFORNIA AVE,SawyerW
531376060,1486,2,5,5,5,2006,2,0,3,2006,7,5,7441,1486,-,1461,4,3,4,42.03717083511299,-93.69121204722514,181000,277343.04537092336,-96343.04537092336,1514 CALIFORNIA AVE,SawyerW
531376070,1162,2,5,5,5,2007,2,0,3,2007,7,5,9260,1162,-,1162,4,3,4,42.03720422652643,-93.69120882273683,170000,256558.74052207873,-86558.74052207873,1520 CALIFORNIA AVE,SawyerW
531376090,1450,2,5,5,5,2008,2,0,2,2009,7,5,7328,1450,-,1450,4,3,4,42.037596789612756,-93.6902622220076,224243,299379.52175205696,-75136.52175205696,5308 KANSAS DR,SawyerW
531379030,1837,2,5,5,5,1997,2,1,3,1998,6,5,8304,941,896,941,3,3,4,42.036860243728135,-93.68918278391689,187000,265797.09153409,-78797.09153409,5217 NEVADA CIR,SawyerW
531379050,2122,2,5,5,5,1996,2,1,4,1997,7,5,11492,913,1209,913,4,3,4,42.03686267652424,-93.68929512185457,220000,321156.0505929692,-101156.05059296917,5229 NEVADA CIR,SawyerW
531380080,2110,2,5,5,5,1994,2,1,3,2002,7,5,8880,1222,888,948,4,3,4,42.03603625309854,-93.68988475913449,205000,310836.8443983811,-105836.84439838107,5307 MARYLAND ST,SawyerW
531380110,1721,2,5,5,5,1994,2,1,3,1994,6,5,8462,936,785,928,4,3,4,42.03603411367355,-93.68920750825848,201000,283727.7736968255,-82727.77369682549,5221 MARYLAND ST,SawyerW
531382070,1844,2,5,5,5,2005,2,0,2,2006,8,5,10994,1844,-,1844,4,3,4,42.035478157326274,-93.691368353397,257000,353363.8054832408,-96363.80548324081,1340 CALIFORNIA AVE,SawyerW
531382090,1609,2,5,5,5,1995,2,1,3,1995,6,5,8453,754,855,754,4,3,4,42.03586734570598,-93.68984638246268,182000,264907.33132328076,-82907.33132328076,5300 MARYLAND ST,SawyerW
531382110,1680,2,5,5,5,1993,2,1,3,1994,6,5,8480,886,794,886,4,3,4,42.03586941394644,-93.68920687419867,163000,274291.30799369066,-111291.30799369066,5220 MARYLAND ST,SawyerW
531382120,1679,2,5,5,5,1994,2,0,3,1998,6,5,8125,1679,-,1408,4,3,4,42.03586988976251,-93.68915891193907,193500,298347.2513313048,-104847.25133130478,5214 MARYLAND ST,SawyerW
531384030,1657,2,5,5,5,1994,2,1,3,1995,7,5,14565,832,825,832,4,3,4,42.03498006470297,-93.68991858232673,189000,301648.1778472612,-112648.17784726119,5234 TEXAS CIR,SawyerW
531384070,1820,2,5,5,5,1993,2,1,3,1997,6,5,11613,920,900,864,4,3,4,42.03521695575414,-93.68951234693058,191750,283367.62374810484,-91617.62374810484,1311 NEBRASKA AVE,SawyerW
531385020,1434,2,5,5,5,2001,2,0,3,2001,7,5,8529,1434,-,1454,4,3,4,42.03698944897959,-93.68877371428572,189000,279428.34078000794,-90428.34078000794,1516 NEBRASKA AVE,SawyerW
531385060,1677,2,5,5,5,2001,2,1,3,2001,6,5,8450,827,850,827,4,3,4,42.03617143045269,-93.68876227146406,190500,278254.3950636423,-87754.3950636423,1418 NEBRASKA AVE,SawyerW
531385070,1349,2,5,5,5,2000,2,0,3,2001,7,5,8450,1349,-,1349,3,3,4,42.03613564403293,-93.68876404466504,179000,251367.36407313484,-72367.36407313484,1412 NEBRASKA AVE,SawyerW
531385130,1494,2,5,5,5,1998,2,0,3,1998,7,5,16196,1494,-,1482,4,3,4,42.03513882316325,-93.68930842325092,215000,323647.43069390435,-108647.43069390435,1320 NEBRASKA AVE,SawyerW
531450030,1737,2,5,5,5,1992,2,1,3,1992,7,5,8285,844,893,836,4,3,4,42.03465655833629,-93.68785619766275,175000,280796.9127699896,-105796.91276998958,1303 KENTUCKY AVE,SawyerW
531450040,1603,2,5,5,5,1992,2,1,3,1992,6,5,7153,810,793,761,4,3,4,42.03471223334514,-93.68785679065101,175900,264654.2867568495,-88754.2867568495,1309 KENTUCKY AVE,SawyerW
531450090,1294,2,5,5,5,1991,2,0,3,1991,6,5,7153,1294,-,1278,4,3,4,42.03569580387607,-93.68786876840197,179200,259776.0304970664,-80576.03049706639,1415 KENTUCKY AVE,SawyerW
531450120,1730,2,5,5,5,1992,2,1,3,1992,6,6,7703,833,897,816,4,3,4,42.03653084545842,-93.68788355559666,171500,272648.54988336016,-101148.54988336016,1505 KENTUCKY AVE,SawyerW
531450170,1710,2,5,5,5,1993,2,1,3,1993,6,5,9291,832,878,832,4,3,4,42.03677207969333,-93.68788782745291,187000,273291.07624901045,-86291.07624901045,1531 KENTUCKY AVE,SawyerW
531451020,1617,2,5,5,5,1993,2,0,2,1994,6,5,8012,1617,-,1604,4,3,4,42.03638884285896,-93.68646893724338,193000,269390.0787037697,-76390.07870376972,1515 INDIANA AVE,SawyerW
531451030,1575,2,5,5,5,1992,2,0,2,1992,6,5,8012,1575,-,1575,4,3,4,42.036356120579214,-93.6864682868005,179200,260983.04990495893,-81783.04990495893,1511 INDIANA AVE,SawyerW
531451110,923,2,5,5,5,1980,2,0,2,1980,6,5,8012,923,-,923,3,3,4,42.035488934679215,-93.68645464146189,143000,195187.38868651475,-52187.38868651475,1405 INDIANA AVE,SawyerW
531451150,1266,2,5,5,5,1980,1,1,2,1980,6,5,8012,630,636,630,3,3,3,42.03468709238534,-93.68645026777664,128000,202322.90179120752,-74322.90179120752,1307 INDIANA AVE,SawyerW
531451280,1845,2,5,5,5,1992,2,1,3,1992,6,5,11218,1055,790,1055,4,3,4,42.03660749939788,-93.68766345157674,189000,285522.7607154241,-96522.76071542408,1512 KENTUCKY AVE,SawyerW
531452010,1217,2,5,5,5,1980,1,1,3,1980,6,6,10762,626,591,626,3,3,4,42.03465549651289,-93.68622907491604,120000,194520.24044988348,-74520.24044988348,1302 INDIANA AVE,SawyerW
531452020,918,2,5,5,5,1979,2,0,2,1979,6,5,7892,918,-,918,3,3,4,42.03470498605157,-93.68622929966418,99500,179409.70859683355,-79909.70859683355,1308 INDIANA AVE,SawyerW
531452050,752,2,5,5,5,1984,1,0,2,1984,6,5,7175,752,-,744,3,3,4,42.03480396512893,-93.68622974916043,125000,191424.58412835372,-66424.58412835372,1320 INDIANA AVE,SawyerW
531452070,1332,2,5,5,5,1990,2,0,2,1991,6,5,7175,1332,-,1332,4,3,4,42.03552981169623,-93.68623304546638,145000,233117.0801038486,-88117.0801038486,1408 INDIANA AVE,SawyerW
531452080,1398,2,5,5,5,1990,2,0,2,1991,6,5,7175,1398,-,1398,4,3,4,42.03556280472201,-93.68623319529847,172000,259103.3442175402,-87103.3442175402,1412 INDIANA AVE,SawyerW
531452100,1217,2,5,5,5,1991,2,0,2,1991,6,5,7175,1217,-,1217,4,3,4,42.035628790773586,-93.68623349496264,151000,230254.6394014041,-79254.6394014041,1420 INDIANA AVE,SawyerW
531452140,1199,2,5,5,5,1993,2,0,2,1993,6,5,7892,1199,-,1199,4,3,4,42.03637109386144,-93.68624166123048,153900,233673.4770744332,-79773.4770744332,1510 INDIANA AVE,SawyerW
531452180,1744,2,5,5,5,1993,2,1,3,2003,7,7,9453,1014,730,996,4,3,4,42.03651955306964,-93.68624346346671,194500,300205.6367550095,-105705.63675500947,1528 INDIANA AVE,SawyerW
531452210,1320,2,5,5,5,1994,2,1,3,1994,6,5,9019,636,684,636,4,3,4,42.03750462746446,-93.68681027295912,150000,227242.2277543385,-77242.2277543385,5007 KANSAS DR,SawyerW
531452260,1540,2,5,5,5,1994,2,1,3,1994,7,5,9109,754,786,754,4,3,4,42.03763878770042,-93.68794560760955,184000,262182.839769351,-78182.839769351,5103 KANSAS DR,SawyerW
531453010,1097,2,5,5,5,1984,2,0,3,1985,6,5,9672,1097,-,1040,3,3,4,42.034671747183744,-93.6849951387715,152000,222272.2690121043,-70272.26901210431,1304 ILLINOIS AVE,SawyerW
531453040,1564,2,5,5,5,1980,2,1,3,1981,6,6,8400,888,676,650,3,3,4,42.0347606095106,-93.68499576324322,171000,239263.74034158295,-68263.74034158295,1322 ILLINOIS AVE,SawyerW
531453100,1400,2,5,5,5,1986,2,1,3,1986,6,7,10274,698,702,676,3,3,4,42.03568872714663,-93.68500228550349,162000,243911.40254640026,-81911.40254640026,1510 ILLINOIS AVE,SawyerW
531453140,884,2,5,5,5,1983,1,0,2,1983,5,7,9180,884,-,840,4,3,4,42.035634898410905,-93.68522470040688,144000,239304.7899144192,-95304.7899144192,1501 ILLINOIS AVE,SawyerW
531475220,1882,2,5,5,5,1981,2,0,4,1981,6,7,8250,964,918,0,3,3,-,42.035663809096576,-93.68392168757799,160000,234222.68112727607,-74222.68112727607,1404 IDAHO AVE,SawyerW
531477020,841,2,5,5,5,1950,1,0,2,1950,4,4,8400,841,-,721,3,3,3,42.036558,-93.678898,82000,148635.9074129825,-66635.90741298249,1515 NORTH DAKOTA AVE,SawyerW
531477040,2020,2,5,5,5,1977,2,0,4,1977,5,5,8400,2020,-,0,3,3,-,42.03611733333334,-93.67890566666667,144000,223468.89787214104,-79468.89787214104,1505 NORTH DAKOTA AVE,SawyerW
531478010,1056,2,5,5,5,1966,1,0,2,1966,4,4,8900,1056,-,1056,3,3,3,42.03577746938775,-93.68175228571428,107000,202544.18032346573,-95544.18032346573,4712 TORONTO ST,SawyerW
531479020,784,2,5,5,5,1928,1,0,2,1950,6,3,9000,784,-,784,3,2,2,42.03529173469388,-93.68036485714286,76000,167230.58959003357,-91230.58959003357,4603 HUTCHISON ST,SawyerW
532351050,984,2,5,5,5,1963,1,0,3,1963,5,5,9100,984,-,984,3,3,3,42.036070387755096,-93.67440985714286,128000,198126.70156458666,-70126.70156458666,4127 TORONTO ST,Sawyer
532351060,988,2,5,5,5,1962,1,0,3,1962,5,4,9100,988,-,988,3,3,3,42.03608293877551,-93.67452128571429,129500,189153.12105261785,-59653.12105261785,4133 TORONTO ST,Sawyer
532351090,1728,2,5,5,5,1963,2,0,6,1963,5,5,9100,1728,-,1728,3,3,3,42.036257673469386,-93.67609259183673,125000,244041.67476844916,-119041.67476844916,4203 TORONTO ST 4205,Sawyer
532351140,1902,2,5,5,5,1978,2,0,4,1978,6,5,8930,1318,584,0,3,3,-,42.036373,-93.677215,112000,218932.8754906446,-106932.8754906446,4301 TORONTO ST,Sawyer
532351150,1654,2,5,5,5,1977,2,0,4,1977,6,6,8927,1286,368,0,3,3,-,42.03637796697601,-93.677257350006,119500,196446.83596010404,-76946.83596010404,4307 TORONTO ST,Sawyer
532353020,980,2,5,5,5,1962,1,0,3,1962,5,5,9750,980,-,980,3,3,3,42.03540027795152,-93.67603409068204,110000,203859.61553581766,-93859.61553581766,1337 ARIZONA AVE,Sawyer
532353030,1211,2,5,5,5,1962,1,0,2,2002,5,6,9240,1211,-,864,3,3,3,42.03536472396376,-93.67601192089812,144000,231045.64948110943,-87045.64948110943,1333 ARIZONA AVE,Sawyer
532353050,912,2,5,5,5,1962,1,0,2,1962,5,6,12968,912,-,912,3,3,3,42.03528206398965,-93.67594483454232,144000,219442.7873833086,-75442.7873833086,1323 ARIZONA AVE,Sawyer
532353120,894,2,5,5,5,1977,1,0,2,1977,5,5,6285,894,-,894,3,3,4,42.03478771651257,-93.67697466213608,120750,198368.65498521036,-77618.65498521036,1306 WOODSTOCK AVE,Sawyer
532353130,980,2,5,5,5,1977,1,0,3,1977,5,6,7064,980,-,980,3,3,3,42.03484686085428,-93.67697577022678,135000,213997.56031325177,-78997.56031325177,1310 WOODSTOCK AVE,Sawyer
532353180,1212,2,5,5,5,1977,1,0,3,1995,6,7,8471,1212,-,506,3,3,4,42.03514258197271,-93.67698065927453,151000,239889.24982296996,-88889.24982296996,1330 WOODSTOCK AVE,Sawyer
532354010,970,2,5,5,5,1963,1,0,2,1963,5,6,8480,970,-,970,3,3,3,42.035940857142855,-93.67474,132500,225673.39789708884,-93173.39789708884,4142 TORONTO ST,Sawyer
532354060,1057,2,5,5,5,1962,1,0,3,1962,5,5,7420,1057,-,1057,3,3,3,42.03587810204082,-93.67418285714285,132000,215436.94874478376,-83436.94874478376,4112 TORONTO ST,Sawyer
532354070,999,2,5,5,5,1962,1,0,3,2001,5,7,7758,999,-,999,4,3,3,42.03586555102041,-93.67407142857142,132500,214882.25904794104,-82382.25904794104,4106 TORONTO ST,Sawyer
532354090,1155,2,5,5,5,1961,1,0,3,1995,5,7,11782,1155,-,1109,4,3,3,42.03487773148428,-93.67371450855045,148000,244530.52303951062,-96530.52303951062,1319 ALBERTA AVE,Sawyer
532354150,864,2,5,5,5,1961,1,0,3,2007,5,8,8100,864,-,864,4,3,3,42.03462185714285,-93.67417240816327,135000,218999.72962491424,-83999.72962491424,4127 ONTARIO ST,Sawyer
532354160,864,2,5,5,5,1961,1,0,3,1961,5,6,8499,864,-,864,3,3,3,42.034622285714285,-93.67426804081633,141000,204336.69965861388,-63336.699658613885,4133 ONTARIO ST,Sawyer
532354230,864,2,5,5,5,1961,1,0,2,1961,5,5,9079,864,-,864,3,3,3,42.03537914558364,-93.67575486674556,122000,201404.33619368856,-79404.33619368856,1332 ARIZONA AVE,Sawyer
532376040,1120,2,5,5,5,1961,1,1,3,1961,4,5,6970,1120,-,1040,2,3,3,42.03464492397396,-93.66951756572132,129000,205809.37548848984,-76809.37548848984,1304 GARFIELD AVE,Sawyer
532376080,984,2,5,5,5,1965,1,0,3,1965,5,5,9308,984,-,984,3,3,3,42.03475459306628,-93.66951160057664,126000,203207.8435640704,-77207.84356407041,1324 GARFIELD AVE,Sawyer
532376090,1696,2,5,5,5,1962,1,1,3,1962,5,5,13673,1696,-,1140,3,3,3,42.03477656100864,-93.66951124378872,143900,221726.5229078775,-77826.52290787749,1328 GARFIELD AVE,Sawyer
532376110,912,2,5,5,5,1963,1,0,3,1995,5,8,7791,912,-,912,4,3,3,42.03547188676149,-93.6695144226477,129000,215937.08309251282,-86937.08309251282,3805 TORONTO ST,Sawyer
532376160,894,2,5,5,5,1965,1,0,3,2009,5,8,8450,894,-,894,3,3,3,42.03570724489796,-93.67111710204081,138500,217183.95567009595,-78683.95567009595,3905 TORONTO ST,Sawyer
532376170,890,2,5,5,5,1968,1,0,3,1968,5,5,8450,890,-,890,3,3,3,42.035711489795915,-93.67115820408164,115000,193787.43117599227,-78787.43117599227,3909 TORONTO ST,Sawyer
532376180,909,2,5,5,5,1968,1,0,3,1968,5,6,8450,909,-,882,3,3,3,42.03571573469387,-93.67119930612245,116000,179396.79288658875,-63396.79288658875,3913 TORONTO ST,Sawyer
532376250,925,2,5,5,5,1963,1,0,2,1963,5,6,8638,925,-,925,3,3,3,42.035861571428576,-93.672579,133500,192606.76261119888,-59106.76261119888,4015 TORONTO ST,Sawyer
532377050,1040,2,5,5,5,1968,1,1,3,1968,5,7,7476,1040,-,1040,3,3,3,42.035684591836734,-93.67249157142857,145000,231694.59452306945,-86694.59452306945,4004 TORONTO ST,Sawyer
532377060,900,2,5,5,5,1967,1,0,3,1967,5,5,9819,900,-,882,3,3,3,42.03492614970521,-93.67217225423155,122000,190015.30533332814,-68015.30533332814,1327 ALABAMA LN,Sawyer
532377100,1040,2,5,5,5,1963,1,1,3,1963,5,5,7500,1040,-,1040,3,3,3,42.03468518793098,-93.67212195721362,133000,199419.877346084,-66419.87734608399,1305 ALABAMA LN,Sawyer
532377130,1144,2,5,5,5,1961,1,0,3,1983,5,6,10000,1144,-,864,3,3,3,42.0347092512174,-93.6734836316701,131400,216505.49623372452,-85105.49623372452,1304 ALBERTA AVE,Sawyer
532377140,988,2,5,5,5,1961,1,0,3,1961,5,5,9945,988,-,988,3,3,3,42.0347575024348,-93.6734832633402,128500,213294.65521512902,-84794.65521512902,1308 ALBERTA AVE,Sawyer
532378050,1024,2,5,5,5,1965,1,1,3,1965,5,6,13052,1024,-,1024,3,3,3,42.0355977,-93.6709053,120875,216469.39404909004,-95594.39404909004,3900 WINDSOR CT,Sawyer
532378070,935,2,5,5,5,1965,1,0,3,1965,5,6,13526,935,-,935,3,3,3,42.035543921953604,-93.67104108534794,137000,218244.4622467522,-81244.4622467522,3828 WINDSOR CT,Sawyer
532378110,1040,2,5,5,5,1962,1,1,3,2010,5,8,6897,1040,-,1040,3,3,3,42.03538295383696,-93.66976906886674,127000,217908.4743350641,-90908.4743350641,3804 TORONTO ST,Sawyer
532378120,864,2,5,5,5,1965,1,0,3,1965,5,5,8281,864,-,864,3,3,3,42.03469450295671,-93.66973712848696,62383,200019.0435520906,-137636.0435520906,1313 GARFIELD AVE,Sawyer
532378130,912,2,5,5,5,1964,1,0,3,1964,5,6,8020,912,-,912,3,-,3,42.0346726686378,-93.66973775232464,124000,192721.03985344592,-68721.03985344592,1309 GARFIELD AVE,Sawyer
532378160,1236,2,5,5,5,1961,1,0,3,1994,5,7,6993,1236,-,912,3,3,3,42.034588484848484,-93.66994189898989,135000,209299.9694456203,-74299.96944562031,3815 ONTARIO ST,Sawyer
532378180,912,2,5,5,5,1962,1,0,3,1962,5,6,7150,912,-,912,3,3,3,42.034589545454544,-93.67004396969696,123000,186000.0696449723,-63000.069644972304,3825 ONTARIO ST,Sawyer
532378200,912,2,5,5,5,1961,1,0,3,1996,6,8,6768,912,-,912,4,3,3,42.03459803030303,-93.67086053535353,142000,228062.3011601024,-86062.30116010239,3905 ONTARIO ST,Sawyer
532378220,941,2,5,5,5,1967,1,0,3,1967,5,6,8789,941,-,912,3,3,3,42.03476522873856,-93.67190502706886,129200,207223.354577581,-78023.35457758099,1310 ALABAMA LN,Sawyer
532378240,902,2,5,5,5,1967,1,0,3,1967,5,6,6173,902,-,876,3,3,3,42.03489390322482,-93.67191825955149,125500,195016.54537999872,-69516.54537999872,1322 ALABAMA LN,Sawyer
532476050,2646,7,5,9,6,1974,2,0,3,1974,7,4,14330,2151,495,1748,4,3,4,42.037211,-93.660602,260000,375429.32049042307,-115429.32049042307,1601 AMHERST DR,Veenker
532476080,2503,7,5,9,6,1990,2,1,3,1990,7,5,19522,1271,1232,1223,4,3,4,42.037443533049036,-93.66102019201834,300000,357568.1502484132,-57568.15024841321,3321 KINGMAN RD,Veenker
532477030,1430,7,5,9,6,1974,2,0,3,1974,6,5,19508,1430,-,1430,3,3,3,42.037359639964464,-93.66125796344346,192000,272309.86141794734,-80309.86141794734,3326 KINGMAN RD,Veenker
532477040,2167,7,5,9,6,1974,2,1,3,2003,7,7,17542,1516,651,1192,4,3,3,42.0373054880356,-93.66115679305786,294000,330368.5403051928,-36368.540305192815,3320 KINGMAN RD,Veenker
532478020,2014,7,5,9,6,1980,2,0,2,1980,8,8,15676,2014,-,2014,4,3,4,42.037283558581564,-93.66016848302029,275000,384863.4116538646,-109863.4116538646,1616 AMHERST DR,Veenker
532479020,1641,2,5,5,5,1972,2,0,4,1972,5,4,10759,1001,640,1001,3,3,4,42.034612217391306,-93.660487,140000,228627.10388130278,-88627.10388130278,1306 SCOTT CIR,Sawyer
532479050,1037,2,5,5,5,1974,1,0,2,1974,5,5,10751,1037,-,1037,3,3,2,42.034654869565216,-93.660487,129000,219199.51396637282,-90199.51396637282,1324 SCOTT CIR,Sawyer
