PID,LotArea,GarageArea,Latitude,Longitude,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood,Value
528108040,12350,864,42.062987,-93.65399520765304,2690,10,5,6,5,2009,2,1,3,2009,9,5,1365,1325,1365,5,3,5,398800,262196.4631641927,136603.53683580732,3106 SEDWICK ST,NridgHt,overvalued
528108070,11308,836,42.06298145483986,-93.65305565872593,2184,10,5,6,5,2008,2,1,3,2008,9,5,1130,1054,1104,5,3,5,335000,251440.5901154703,83559.40988452971,3012 SEDWICK ST,NridgHt,overvalued
528108120,12858,751,42.06234669940753,-93.65333767490483,2334,10,5,6,5,2009,2,1,3,2010,9,5,1627,707,1590,5,3,5,376162,253320.34772115533,122841.65227884467,3033 STOCKBURY ST,NridgHt,overvalued
528108130,12350,896,42.06226769607274,-93.65441192506607,2020,10,5,6,5,2008,2,0,3,2008,9,5,2020,-,2020,5,3,5,404000,254259.6325527085,149740.3674472915,3107 STOCKBURY ST,NridgHt,overvalued
528110010,13478,842,42.0630493,-93.6559183,2296,10,5,6,5,2008,2,1,3,2008,10,5,1728,568,1722,5,3,5,451950,263389.03538604407,188560.96461395593,3332 SEDWICK ST,NridgHt,overvalued
528110020,13693,762,42.0630493,-93.6559183,2674,10,5,6,5,2007,2,1,2,2007,10,5,2674,-,2630,5,3,5,610000,278062.2517385111,331937.7482614889,3326 SEDWICK ST,NridgHt,overvalued
528110040,13891,932,42.0630493,-93.6559183,2552,10,5,6,5,2007,2,0,3,2007,9,5,2552,-,2552,5,3,5,479069,269843.9227623221,209225.07723767788,3308 SEDWICK ST,NridgHt,overvalued
528110070,14226,895,42.062261091033875,-93.65618536506653,1973,10,5,6,5,2006,2,0,3,2006,8,5,1973,-,1935,4,3,4,395000,243581.89406521956,151418.10593478044,3207 STOCKBURY ST,NridgHt,overvalued
528110100,13693,694,42.062257812827184,-93.65737546477388,2643,10,5,6,5,2006,2,1,3,2006,9,5,2069,574,2153,5,3,4,380000,263698.472615802,116301.52738419798,3313 STOCKBURY ST,NridgHt,overvalued
528110110,13693,650,42.062256904358904,-93.6574877363118,2464,10,5,6,5,2007,2,1,4,2007,8,5,2464,-,2418,5,3,5,417500,261461.5319567719,156038.4680432281,3323 STOCKBURY ST,NridgHt,overvalued
528112020,11478,772,42.06210054694594,-93.65459591064817,1704,10,5,6,5,2007,2,0,3,2008,8,5,1704,-,1704,4,3,5,306000,239348.24628432785,66651.75371567215,3120 STOCKBURY ST,NridgHt,overvalued
528112040,11578,834,42.06210217554008,-93.65438858654986,1736,10,5,6,5,2008,2,0,3,2008,9,5,1736,-,1736,5,3,5,360000,242267.7072272865,117732.2927727135,3106 STOCKBURY ST,NridgHt,overvalued
528112150,11428,866,42.061417,-93.65449785960405,1634,10,5,6,5,2006,2,0,3,2006,8,5,1634,-,1626,4,3,4,250000,233939.20805355138,16060.791946448619,3125 WESTON DR,NridgHt,fair price
528114010,14780,1085,42.061122147279214,-93.65757749527188,1868,10,5,6,5,2005,2,0,2,2005,9,5,1868,-,1868,5,3,5,415000,253050.77026723823,161949.22973276177,3334 WESTON DR,NridgHt,overvalued
528114040,14418,706,42.06113041399615,-93.65728995301231,1950,10,5,6,5,2007,2,0,2,2007,9,5,1950,-,1950,5,3,5,383000,252380.46011122788,130619.53988877212,3310 WESTON DR,NridgHt,overvalued
528114050,14977,908,42.06127303702146,-93.65619674912348,1976,10,5,6,5,2006,2,0,2,2007,8,5,1976,-,1976,4,3,5,440000,248425.79175992677,191574.20824007323,3218 WESTON DR,NridgHt,overvalued
528116010,16870,932,42.060779229751596,-93.65860293118872,1782,10,5,6,5,2004,2,0,3,2005,8,5,1782,-,1782,4,3,5,296000,244238.5549526806,51761.4450473194,4115 WEMBLEY AVE,NridgHt,fair price
528116030,16033,772,42.060437,-93.658514,1850,10,5,6,5,2004,2,0,3,2005,9,5,1850,-,1833,4,3,5,326000,249200.71017291432,76799.28982708568,4017 WEMBLEY AVE,NridgHt,overvalued
528118010,14215,853,42.06042873469387,-93.65768375510204,2376,10,5,6,5,2005,3,1,4,2006,8,5,1158,1218,1158,4,3,5,325300,248451.60346495826,76848.39653504174,3335 PRESTON CIR,NridgHt,overvalued
528118020,13418,691,42.06042832653061,-93.6576212244898,2452,10,5,6,5,2004,3,1,4,2005,8,5,1132,1320,1117,4,3,5,309000,248600.93901405396,60399.06098594604,3327 PRESTON CIR,NridgHt,fair price
528118030,13418,850,42.06042781632653,-93.6575430612245,2748,10,5,6,5,2006,2,1,4,2006,9,5,1850,898,1850,5,3,5,390000,268133.374175345,121866.625824655,3317 PRESTON CIR,NridgHt,overvalued
528118040,13654,814,42.06042751020408,-93.65749616326531,2758,10,5,6,5,2005,2,1,4,2006,9,5,1722,1036,1704,5,3,5,418000,263723.25782110426,154276.74217889574,3311 PRESTON CIR,NridgHt,overvalued
528118050,17169,1174,42.06042720408163,-93.65744926530613,2290,10,5,6,5,2007,2,1,2,2007,10,5,2290,-,2320,5,3,5,500067,270127.10975200776,229939.89024799224,3305 PRESTON CIR,NridgHt,overvalued
528118090,12539,1150,42.06026381632653,-93.6575450612245,2790,10,5,6,5,2005,2,1,4,2006,10,5,1632,1158,1620,5,3,5,460000,274513.3034817619,185486.6965182381,3316 PRESTON CIR,NridgHt,overvalued
528120010,16659,728,42.060677470544995,-93.65539242272703,2152,10,5,6,5,2007,2,1,3,2008,8,5,1582,570,1582,4,3,4,260116,244163.24119221728,15952.758807782724,4120 VALLEY VIEW RD,NridgHt,fair price
528120020,11146,908,42.06125144742018,-93.6544098393102,1717,10,5,6,5,2006,2,0,3,2006,8,5,1717,-,1709,4,3,5,255500,237055.3238145857,18444.67618541431,3120 WESTON DR,NridgHt,fair price
528120030,10367,927,42.06125391005535,-93.65429293465563,1743,10,5,6,5,2008,2,0,3,2008,9,5,1743,-,1739,5,3,5,335000,245795.20693913073,89204.79306086927,3112 WESTON DR,NridgHt,overvalued
528120110,10240,878,42.06074638936844,-93.65268457973669,2098,10,5,6,5,2005,2,1,3,2005,8,5,1038,1060,1030,5,3,4,275500,240726.11456619226,34773.885433807736,3011 BECKLEY ST,NridgHt,fair price
528120120,11520,730,42.060731867838726,-93.65279349120955,1698,10,5,6,5,2005,2,0,3,2005,9,5,1698,-,1698,5,3,5,275000,241731.73729830745,33268.262701692554,3019 BECKLEY ST,NridgHt,fair price
528120130,12151,1003,42.060615942036634,-93.65391326190446,2331,10,5,6,5,2005,2,1,3,2005,9,5,1414,917,1414,5,3,5,379000,257830.630745736,121169.36925426399,3101 BECKLEY ST,NridgHt,overvalued
528120150,9591,852,42.06060493735942,-93.65410519145624,2473,10,5,6,5,2004,2,1,4,2005,8,5,1143,1330,1143,4,3,5,317000,249462.29729244648,67537.70270755352,3115 BECKLEY ST,NridgHt,overvalued
528120160,9591,856,42.060602011057085,-93.65418754596499,1713,10,5,6,5,2004,2,0,3,2005,8,5,1713,-,1713,5,3,5,274900,241051.8150333346,33848.1849666654,3121 BECKLEY ST,NridgHt,fair price
528120170,10872,700,42.06059908475474,-93.65426990047375,1531,10,5,6,5,2006,2,0,2,2006,9,5,1531,-,1504,5,3,5,300000,239535.800384067,60464.199615933,3127 BECKLEY ST,NridgHt,overvalued
528138010,13514,850,42.06162466808756,-93.65221048846105,1808,10,5,6,5,2008,2,0,3,2008,9,5,1808,-,1774,5,3,5,324000,247591.9543579339,76408.0456420661,2908 WESTON DR,NridgHt,overvalued
528138020,14122,678,42.061195,-93.652376,1822,10,5,6,5,2005,2,0,3,2006,8,5,1822,-,1822,5,3,5,259000,239221.48694997572,19778.51305002428,4112 HASTINGS AVE,NridgHt,fair price
528138060,10171,532,42.059846894154944,-93.65233799717822,1535,10,5,6,5,2004,2,0,3,2004,7,5,1535,-,1517,4,3,4,214000,223785.2312260968,-9785.231226096803,4020 HASTINGS AVE,NridgHt,fair price
528142020,8899,656,42.06043498193772,-93.65414661216343,2088,10,5,6,5,2007,2,1,4,2007,8,5,948,1140,948,4,3,4,250000,239523.35041969855,10476.649580301455,3122 BECKLEY ST,NridgHt,fair price
528142040,8834,738,42.060443175893475,-93.65395984521219,2224,10,5,6,5,2004,2,1,4,2005,9,5,1462,762,1462,5,3,5,350000,253438.0809972802,96561.9190027198,3108 BECKLEY ST,NridgHt,overvalued
528142070,11643,784,42.06056202980451,-93.65273732220116,2358,10,5,6,5,2005,2,1,4,2006,8,5,1544,814,1524,5,3,5,329900,251598.19275223478,78301.80724776522,3016 BECKLEY ST,NridgHt,overvalued
528142090,11362,862,42.05986543585511,-93.65256833567588,1836,10,5,6,5,2004,2,0,3,2005,8,5,1836,-,1836,4,3,5,280000,242570.0338398359,37429.9661601641,4017 HASTINGS AVE,NridgHt,fair price
528142110,12378,708,42.05919244462287,-93.650488246871,1944,10,5,6,5,2003,2,0,3,2004,9,5,1944,-,1896,5,3,5,360000,250712.2640223418,109287.73597765819,3049 HARRISON RD,NridgHt,overvalued
528142130,10655,880,42.0615416,-93.6387864,1629,10,5,6,5,2003,2,0,3,2004,8,5,1629,-,3206,4,3,4,284000,246594.86776034633,37405.13223965367,3107 HARRISON RD,NridgHt,fair price
528142140,10574,756,42.0615416,-93.6387864,2332,10,5,6,5,2004,2,1,4,2004,8,5,1170,1162,1148,5,3,5,316000,248556.9280577207,67443.07194227929,3113 HARRISON RD,NridgHt,overvalued
528142150,12878,583,42.0615416,-93.6387864,1760,10,5,6,5,2003,2,0,3,2004,7,5,1760,-,1760,4,3,4,269500,235999.44823575538,33500.55176424462,3119 HARRISON RD,NridgHt,fair price
528150040,13615,843,42.06128279834525,-93.65610130506859,1802,10,5,6,5,2006,2,1,3,2006,9,5,1802,-,1802,5,3,5,372000,245081.39856961952,126918.60143038048,3210 WESTON DR,NridgHt,overvalued
528150070,12919,820,42.060462,-93.655516,2364,10,5,6,5,2009,2,1,2,2010,9,5,2364,-,2330,5,3,5,611657,265695.4153257805,345961.5846742195,4101 VALLEY VIEW RD,NridgHt,overvalued
528150080,13758,925,42.05981703400088,-93.6551864675853,1792,10,5,6,5,2005,2,0,2,2006,9,5,1792,-,1792,4,3,5,372397,248277.61556933727,124119.38443066273,4017 VALLEY VIEW RD,NridgHt,overvalued
528150090,14828,816,42.059710469537016,-93.6552007059271,1780,10,5,6,5,2004,2,0,2,2005,9,5,1780,-,1780,5,3,5,378000,249057.10173610324,128942.89826389676,3203 HARRISON RD,NridgHt,overvalued
528150110,13069,916,42.05969691592808,-93.6553784014037,2956,10,5,6,5,2004,2,1,5,2004,8,5,1718,1238,1706,5,3,4,342000,263472.39381170797,78527.60618829203,3215 HARRISON RD,NridgHt,overvalued
528150120,12099,872,42.05951443308143,-93.65670198799359,2468,10,5,6,5,2004,2,1,4,2004,8,5,1136,1332,1136,4,3,5,354000,252849.4926943458,101150.5073056542,3305 HARRISON RD,NridgHt,overvalued
528164040,11846,874,42.058476859767694,-93.65716540760377,1792,10,5,6,5,2003,2,0,2,2004,9,5,1792,-,1792,5,3,5,374000,249176.55815987062,124823.44184012938,3332 FOXLEY DR,NridgHt,overvalued
528164060,12720,789,42.05847504704884,-93.65680995634683,2470,10,5,6,5,2003,1,1,1,2003,10,5,2470,-,2535,5,3,5,615000,274787.17756960425,340212.82243039575,3320 FOXLEY DR,NridgHt,overvalued
528166060,13472,968,42.05952628460094,-93.65536529707039,2392,10,5,6,5,2003,2,0,3,2003,10,5,2392,-,2392,5,3,5,386250,266589.6560447051,119660.34395529493,3214 HARRISON RD,NridgHt,overvalued
528166090,15274,886,42.058839,-93.655045,2452,10,5,6,5,2003,2,0,3,2003,9,5,2452,-,2452,5,3,5,445000,267679.25454093324,177320.74545906676,3201 FOXLEY DR,NridgHt,overvalued
528166120,13688,726,42.058667,-93.656246,2668,10,5,6,5,2003,2,1,3,2004,9,5,1572,1096,1572,5,3,5,412500,264498.828713595,148001.171286405,3301 FOXLEY DR,NridgHt,overvalued
528166150,14277,818,42.058640890740634,-93.65675772325477,2385,10,5,6,5,2003,2,1,3,2003,8,5,1217,1168,1317,4,3,5,350000,251655.52232664078,98344.47767335922,3321 FOXLEY DR,NridgHt,overvalued
528168030,13262,730,42.05891924185025,-93.65476666511519,2400,10,5,6,5,2003,3,1,4,2004,8,5,1105,1295,1082,4,3,4,290000,247059.52310877232,42940.47689122768,3902 VALLEY VIEW RD,NridgHt,fair price
528168040,11999,656,42.058083423844494,-93.65472971810732,2374,10,5,6,5,2003,2,1,4,2004,8,5,1234,1140,1181,5,3,4,285000,246835.55842813733,38164.44157186267,3818 VALLEY VIEW RD,NridgHt,fair price
528170040,20431,706,42.05852329023244,-93.65218318239246,2728,10,5,6,5,2005,2,1,4,2006,9,5,1848,880,1848,5,3,5,437154,269299.6479289866,167854.35207101342,3108 ROXBORO DR,NridgHt,overvalued
528170070,10625,871,42.058482936980404,-93.65149763205174,2046,10,5,6,5,2003,2,1,3,2004,7,5,1006,1040,998,4,3,4,284000,237497.0045074412,46502.99549255881,3026 ROXBORO DR,NridgHt,fair price
528172020,10927,736,42.059185858900804,-93.65040116571043,1904,10,5,6,5,2005,2,1,3,2005,8,5,1058,846,1058,5,3,4,275000,238901.14465781214,36098.85534218786,3038 HARRISON RD,NridgHt,fair price
528172050,9926,878,42.059175085060744,-93.65025874338771,1614,10,5,6,5,2005,2,0,3,2006,7,5,1614,-,1614,4,3,4,245700,230740.22221102763,14959.777788972366,3020 HARRISON RD,NridgHt,fair price
528172060,9658,871,42.0591739548731,-93.65022700720827,1606,10,5,6,5,2006,2,0,3,2006,8,5,1606,-,1598,4,3,4,255900,233302.17404057522,22597.82595942478,3016 HARRISON RD,NridgHt,fair price
528172070,9254,554,42.059171791900965,-93.65017942182133,1721,10,5,6,5,2005,2,0,3,2005,8,5,1721,-,1721,4,3,4,232698,233563.07197935617,-865.071979356173,3010 HARRISON RD,NridgHt,fair price
528172080,10845,732,42.05865435025579,-93.65130933642588,1575,10,5,6,5,2003,2,0,2,2004,8,5,1575,-,1603,4,3,4,284000,236084.90497103764,47915.09502896236,3003 ROXBORO DR,NridgHt,fair price
528172150,13215,746,42.05868780124198,-93.65214170611941,1914,10,5,6,5,2004,2,1,3,2004,8,5,1426,488,1420,4,3,4,279000,240908.48770724135,38091.51229275865,3105 ROXBORO DR,NridgHt,fair price
528174010,7577,460,42.059217952125316,-93.64948587730069,1362,10,5,6,5,2005,2,0,2,2006,6,5,1362,-,1362,4,3,4,194700,216160.3889194078,-21460.388919407793,2922 HARRISON RD,NridgHt,fair price
528174020,3901,631,42.05922094551288,-93.64947028383989,1302,10,5,6,5,2005,1,1,1,2006,6,5,1302,-,1302,4,3,4,204000,217166.1492154946,-13166.149215494603,2920 HARRISON RD,NridgHt,fair price
528174030,3903,631,42.05922767469544,-93.64943924872458,1302,10,5,6,5,2005,1,1,1,2006,6,5,1302,-,1302,4,3,4,200000,217582.37604540004,-17582.376045400044,2916 HARRISON RD,NridgHt,fair price
528174040,6289,460,42.05923104269617,-93.64942373186408,1362,10,5,6,5,2005,2,0,2,2006,6,5,1362,-,1362,4,3,4,207000,218257.23815747266,-11257.23815747266,2914 HARRISON RD,NridgHt,fair price
528174050,6904,484,42.05923777869763,-93.64939269814306,1358,10,5,6,5,2005,2,0,2,2005,6,5,1358,-,1358,4,3,4,213000,218580.67984324455,-5580.67984324455,2910 HARRISON RD,NridgHt,fair price
528174060,5381,624,42.05924114669836,-93.64937718128256,1306,10,5,6,5,2005,2,0,1,2005,6,5,1306,-,1306,4,3,4,196000,217692.33978900913,-21692.33978900913,2908 HARRISON RD,NridgHt,fair price
528174070,5122,624,42.059247882699815,-93.64934614756156,1306,10,5,6,5,2005,2,0,1,2005,6,5,1306,-,1306,4,3,4,184500,217570.2111425213,-33070.21114252129,2904 HARRISON RD,NridgHt,fair price
528174080,7052,484,42.05925125070055,-93.64933063070106,1364,10,5,6,5,2005,2,0,2,2005,7,5,1364,-,1364,4,3,4,185850,222918.48662736494,-37068.48662736494,2902 HARRISON RD,NridgHt,fair price
528175050,10307,484,42.05833398088454,-93.65013950947724,1358,10,5,6,5,2007,2,0,2,2008,7,5,1358,-,1350,4,3,4,212500,223250.35683416273,-10750.356834162725,2907 ROXBORO DR,NridgHt,fair price
528175060,5001,626,42.05833262355332,-93.65012184751309,1314,10,5,6,5,2007,2,0,2,2008,7,5,1314,-,1314,4,3,4,230000,221996.97567184555,8003.0243281544535,2905 ROXBORO DR,NridgHt,fair price
528176010,14300,958,42.05735590330952,-93.65612294798628,2696,10,5,6,5,2003,2,1,3,2004,9,5,2696,-,2846,5,3,5,500000,274413.5922230957,225586.4077769043,3807 BRIDGEPORT DR,NridgHt,overvalued
528176070,13650,756,42.057019,-93.655017,2250,10,5,6,5,2002,2,1,3,2002,8,5,1687,563,1671,4,3,4,320000,249675.63757171342,70324.36242828658,3701 BRIDGEPORT DR,NridgHt,overvalued
528178010,15262,685,42.058049377998074,-93.65495209183135,2200,10,5,6,5,2003,2,1,3,2004,8,5,2200,-,2200,5,3,5,382500,254487.57580734813,128012.42419265187,3815 VALLEY VIEW RD,NridgHt,overvalued
528178070,16900,746,42.057185848985235,-93.65531279784706,2649,10,5,6,5,2001,2,1,4,2002,8,5,1515,1134,1479,4,3,5,421250,259428.4351274405,161821.5648725595,3728 BRIDGEPORT DR,NridgHt,overvalued
528178090,16451,795,42.05866432653061,-93.65509110204081,2690,10,5,6,5,2003,2,1,4,2003,8,5,1804,886,1765,4,3,5,370000,257344.51944290672,112655.48055709328,3210 FOXLEY DR,NridgHt,overvalued
528180070,7658,576,42.0577749954113,-93.65181467493377,1752,10,5,6,5,2005,2,0,2,2005,9,5,1752,-,1752,5,3,5,319900,242966.62180222615,76933.37819777385,3039 BURNHAM DR,NridgHt,overvalued
528180080,5911,556,42.05778373023761,-93.65172700055373,1565,10,5,6,5,2005,2,0,2,2005,9,5,1565,-,1560,5,3,5,282500,237452.3215859097,45047.678414090304,3033 BURNHAM DR,NridgHt,fair price
528180110,10110,870,42.05779497875085,-93.65146345283424,1866,10,5,6,5,2008,2,0,2,2008,9,5,1866,-,1858,5,3,4,336860,246664.13013357803,90195.86986642197,3015 BURNHAM DR,NridgHt,overvalued
528180130,6472,539,42.057789279643096,-93.65131670080979,1456,10,5,6,5,2008,2,0,2,2008,9,5,1456,-,1451,5,3,5,248500,233600.2966448822,14899.703355117788,3005 BURNHAM DR,NridgHt,fair price
528181010,12304,484,42.05818162382071,-93.64982856533045,1367,10,5,6,5,2005,2,0,2,2005,7,5,1367,-,1367,4,3,4,192000,221210.32737874787,-29210.32737874787,2926 ROXBORO DR,NridgHt,fair price
528181040,6792,474,42.05821100049504,-93.64963653495818,1368,10,5,6,5,2005,2,0,2,2006,7,5,1368,-,1368,4,3,4,202665,220068.20561687718,-17403.20561687718,2914 ROXBORO DR,NridgHt,fair price
528181050,7132,484,42.05822101793551,-93.64957258097478,1370,10,5,6,5,2006,2,0,2,2006,8,5,1370,-,1370,4,3,4,205000,225572.50600374193,-20572.50600374193,2910 ROXBORO DR,NridgHt,fair price
528181060,4590,627,42.0582276512523,-93.64954088846123,1554,10,5,6,5,2006,2,0,2,2006,8,5,1554,-,1554,4,3,4,209500,230092.50076434208,-20592.500764342083,2908 ROXBORO DR,NridgHt,fair price
528181070,4590,627,42.058239946514746,-93.64947732091154,1554,10,5,6,5,2006,2,0,2,2006,8,5,1554,-,1554,4,3,4,209500,230075.55754430493,-20575.55754430493,2904 ROXBORO DR,NridgHt,fair price
528181080,6442,484,42.05824526963186,-93.64944538220884,1370,10,5,6,5,2006,2,0,2,2006,8,5,1370,-,1370,4,3,4,202500,225334.7701800285,-22834.770180028514,2902 ROXBORO DR,NridgHt,fair price
528186010,16770,701,42.0570115625,-93.65441359375001,1712,10,5,6,5,2002,2,0,3,2003,8,5,1712,-,1712,4,3,5,286500,240852.56090467417,45647.439095325826,3140 BURNHAM DR,NridgHt,fair price
528186030,12677,588,42.057006534557765,-93.65391811019867,1518,10,5,6,5,2003,1,1,1,2004,8,5,1518,-,1518,5,3,5,274000,235569.50465613365,38430.49534386635,3126 BURNHAM DR,NridgHt,fair price
528186050,7841,564,42.05701005118444,-93.65369833105926,1577,10,5,6,5,2005,2,0,2,2005,9,5,1577,-,1577,5,3,5,280000,239466.7364311032,40533.2635688968,3116 BURNHAM DR,NridgHt,fair price
528186080,8849,564,42.05703281157089,-93.6533918818711,1684,10,5,6,5,2005,2,0,2,2005,9,5,1684,-,1684,5,3,5,266000,240670.96599032287,25329.034009677125,3102 BURNHAM DR,NridgHt,fair price
528186090,7313,556,42.05749057745997,-93.65221497316995,1561,10,5,6,5,2005,2,0,2,2005,9,5,1561,-,1561,5,3,5,277500,239651.5544664273,37848.445533572696,3044 BURNHAM DR,NridgHt,fair price
528186110,6373,575,42.05757013131882,-93.65196413300134,1666,10,5,6,5,2006,2,0,2,2006,9,5,1666,-,1666,4,3,5,310090,240188.23933243274,69901.76066756726,3032 BURNHAM DR,NridgHt,overvalued
528218020,10237,400,42.063233,-93.646445,1536,10,5,6,5,2005,2,1,3,2006,6,5,768,768,768,4,3,4,176000,216026.4787885023,-40026.47878850231,4309 CRESTMOOR AVE,Gilbert,fair price
528218060,10237,390,42.0623665183045,-93.64583124495203,1456,10,5,6,5,2005,2,1,3,2006,6,5,728,728,728,4,3,4,170440,214123.21222868434,-43683.21222868434,4221 CRESTMOOR AVE,Gilbert,fair price
528218090,10928,390,42.062236559272,-93.64573879214498,1456,10,5,6,5,2005,2,1,3,2005,7,5,728,728,728,4,3,4,184000,219227.7810863489,-35227.7810863489,4209 CRESTMOOR AVE,Gilbert,fair price
528218100,13204,454,42.062191904710154,-93.64570992596711,1458,10,5,6,5,2006,2,0,3,2007,7,5,608,850,608,4,3,4,168165,217291.51501463706,-49126.51501463706,4205 CRESTMOOR AVE,Gilbert,fair price
528218150,18494,430,42.06188691068189,-93.64448387960195,1324,10,5,6,5,2005,2,0,3,2005,6,5,1324,-,1324,4,3,4,199500,214350.1004426382,-14850.100442638213,4103 CRESTMOOR AVE,Gilbert,fair price
528220040,8918,392,42.063194,-93.6452748980294,1490,10,5,6,5,2005,2,1,3,2006,6,5,745,745,745,4,3,4,167800,215412.3502483546,-47612.3502483546,2719 LAUREL ST,Gilbert,fair price
528221050,12216,388,42.06205631734757,-93.6445071184154,1326,10,5,6,5,2005,2,0,3,2005,6,5,1326,-,1326,4,3,4,203000,216215.26432073492,-13215.264320734917,4102 CRESTMOOR AVE,Gilbert,fair price
528221060,12589,390,42.062043813707085,-93.64460160186941,1484,10,5,6,5,2005,2,1,3,2005,6,5,742,742,742,4,3,4,174000,215355.92060590946,-41355.92060590946,4110 CRESTMOOR AVE,Gilbert,fair price
528221070,11911,400,42.062380970702925,-93.64558873114048,1560,10,5,6,5,2005,2,1,3,2005,6,5,684,876,684,4,3,4,174000,217066.9816936836,-43066.9816936836,4204 CRESTMOOR AVE,Gilbert,fair price
528222010,11631,632,42.06162825548448,-93.643988570908,2373,10,5,6,5,2004,2,1,4,2005,8,5,1052,1321,1052,4,3,4,258000,246018.2471865788,11981.75281342119,4106 WELBECK DR,Gilbert,fair price
528222020,9073,440,42.06165534795861,-93.64400952242133,1492,10,5,6,5,2006,2,1,3,2006,7,5,738,754,738,4,3,4,185101,218209.62707261817,-33108.62707261817,4116 WELBECK DR,Gilbert,fair price
528222050,8499,432,42.0622131258519,-93.64426567751813,1412,10,5,6,5,2006,2,1,3,2007,6,5,616,796,616,4,3,4,156932,212299.48726896648,-55367.48726896648,4210 WELBECK DR,Gilbert,undervalued
528222090,7697,462,42.06322648533865,-93.64433362330249,1258,10,5,6,5,2007,2,0,3,2007,7,6,1258,-,1246,4,3,4,173500,216775.21323381845,-43275.213233818446,4302 WELBECK DR,Gilbert,fair price
528228270,3922,648,42.06259555537441,-93.64189535276586,1258,10,5,6,5,2006,2,0,2,2007,7,5,1258,-,1258,4,3,5,172500,218321.36153660284,-45821.36153660284,2421 WESTWIND DR,Blmngtn,fair price
528228285,3203,437,42.06259266171987,-93.64176933861502,1145,10,5,6,5,2006,2,0,2,2006,7,5,1145,-,1145,4,3,4,160000,212971.07986623858,-52971.07986623858,2413 WESTWIND DR,Blmngtn,fair price
528228290,3684,660,42.062586860572075,-93.64170654972129,1555,10,5,6,5,2007,2,0,2,2007,7,5,1555,-,1373,4,3,4,174000,223749.98933759306,-49749.989337593055,2409 WESTWIND DR,Blmngtn,fair price
528228295,3635,660,42.06258395999818,-93.64167515527443,1569,10,5,6,5,2007,2,0,1,2007,7,5,1569,-,1386,4,3,4,175900,226949.87677257153,-51049.87677257153,2407 WESTWIND DR,Blmngtn,fair price
528228325,3196,420,42.06330748731288,-93.64197185815958,1557,10,5,6,5,2003,2,0,2,2004,7,5,1557,-,1374,4,3,4,234000,222981.31258695357,11018.687413046428,2403 LAKESIDE DR,Blmngtn,fair price
528228340,3196,400,42.063332643566966,-93.64039482796149,1456,10,5,6,5,2003,2,0,2,2003,8,5,1456,-,1273,4,3,4,215000,225191.7987794797,-10191.798779479694,2313 WESTWIND DR,Blmngtn,fair price
528228345,3940,644,42.063341906833216,-93.64031889686983,1455,10,5,6,5,2003,2,0,2,2003,7,5,1455,-,1415,4,3,4,195000,226460.35009925248,-31460.35009925248,2309 WESTWIND DR,Blmngtn,fair price
528228360,2938,398,42.063176890925995,-93.64022440631767,1511,10,5,6,5,2002,2,0,2,2002,7,5,1511,-,1368,4,3,4,246990,225393.97200299773,21596.027997002268,2304 WESTWIND DR,Blmngtn,fair price
528228375,3621,630,42.06311145561556,-93.6404083005542,1589,10,5,6,5,2003,2,0,2,2003,8,5,1589,-,1406,4,3,4,226500,232931.4288190027,-6431.4288190027,2314 WESTWIND DR,Blmngtn,fair price
528228405,3940,668,42.06277727104964,-93.64046454535585,1576,10,5,6,5,2004,2,0,2,2004,7,5,1576,-,1393,4,3,4,219990,227573.25821204451,-7583.258212044515,2332 WESTWIND DR,Blmngtn,fair price
528228415,3072,398,42.062657645458366,-93.6404592288353,1414,10,5,6,5,2004,2,0,2,2004,7,5,1414,-,1375,4,3,4,178740,219712.207634428,-40972.20763442799,2338 WESTWIND DR,Blmngtn,fair price
528228430,3072,388,42.06241273217415,-93.64167800035054,1548,10,5,6,5,2004,2,0,2,2004,7,5,1548,-,1365,4,3,4,225000,225484.39419220446,-484.39419220446143,2404 WESTWIND DR,Blmngtn,fair price
528228435,3182,430,42.06241523887497,-93.6417060753997,1555,10,5,6,5,2005,2,0,2,2006,7,5,1555,-,1373,4,3,4,192500,223282.96516444182,-30782.96516444182,2406 WESTWIND DR,Blmngtn,fair price
528228440,3182,430,42.06241774557579,-93.64173415044885,1269,10,5,6,5,2004,2,0,2,2005,8,5,1269,-,1256,4,3,4,192000,222070.85662463537,-30070.856624635373,2408 WESTWIND DR,Blmngtn,fair price
528228445,3182,437,42.062422758977426,-93.64179030054719,1504,10,5,6,5,2005,2,0,2,2006,7,5,1504,-,1346,4,3,4,191000,221951.78379643167,-30951.78379643167,2412 WESTWIND DR,Blmngtn,fair price
528228450,3182,457,42.0624250316325,-93.64181839540622,1504,10,5,6,5,2005,2,0,1,2006,7,5,1504,-,1346,4,3,4,181000,222050.93223132356,-41050.93223132356,2414 WESTWIND DR,Blmngtn,fair price
528228455,3182,397,42.06196632018636,-93.64277748549861,1220,10,5,6,5,2005,2,0,2,2006,7,5,1220,-,1220,4,3,4,180000,216178.54183141416,-36178.54183141416,4106 BRICKMAN AVE,Blmngtn,fair price
