,GrLivArea,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation,nb_income,PID,SalePrice
546,1949,60,5,80.0,9938,1,1,3,3,0,4,0,23,2,2,0,5,7,5,1993,1994,1,0,8,8,1,246.0,2,4,2,4,3,1,6,750.0,1,0.0,300.0,1050.0,1,0,1,3,1062,887,0,1.0,0.0,2,1,3,1,2,8,6,1,3,1,1993.0,3,2.0,574.0,3,3,2,156,90,0,0,0,0,0,4,1,0,6,2010,9,4,5,2,17,16,5,5,906223090,236000
547,1365,160,6,24.0,2160,1,1,3,3,0,4,0,2,2,2,4,5,5,6,1973,1973,1,0,6,6,1,200.0,3,4,1,3,3,1,2,402.0,1,0.0,363.0,765.0,1,2,1,3,765,600,0,0.0,0.0,1,1,3,1,2,7,2,1,2,1,1973.0,1,2.0,440.0,3,3,2,0,36,0,0,0,0,0,0,1,0,6,2006,9,4,1,6,33,33,2,6,527450080,125500
548,2022,60,5,83.0,10005,1,1,3,3,0,4,0,4,2,2,0,5,7,5,1977,1977,3,0,9,9,1,299.0,3,4,1,4,3,1,4,392.0,1,0.0,768.0,1160.0,1,0,1,3,1156,866,0,0.0,0.0,2,1,4,1,4,8,6,1,3,1,1977.0,3,2.0,505.0,3,3,2,288,117,0,0,0,0,0,0,1,0,3,2008,9,4,0,4,31,31,8,6,905352030,192000
549,1110,85,5,0.0,9101,1,1,0,3,0,0,0,14,2,2,0,6,5,6,1978,1978,1,0,9,9,1,104.0,3,2,2,4,3,4,6,1097.0,1,0.0,0.0,1097.0,1,0,1,3,1110,0,0,1.0,0.0,1,0,1,1,2,4,6,1,3,1,1978.0,3,2.0,602.0,3,3,2,303,30,0,0,0,0,0,0,1,0,7,2009,9,4,3,6,31,31,3,6,923275040,165500
550,1052,80,5,80.0,8816,1,1,3,3,0,4,0,4,2,2,0,7,6,7,1971,1971,1,0,6,6,1,80.0,3,4,1,3,3,4,6,504.0,1,0.0,506.0,1010.0,1,2,1,3,1052,0,0,1.0,0.0,1,0,3,1,4,6,6,0,0,1,1971.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,3,1,0,6,2010,9,4,0,4,39,39,8,6,906477110,155000
551,1012,90,5,38.0,7840,1,1,0,3,0,1,0,7,2,2,2,6,6,5,1975,1975,0,4,9,15,1,355.0,3,4,1,4,3,3,6,976.0,1,0.0,0.0,976.0,1,4,1,3,1012,0,0,0.0,2.0,2,0,4,0,4,4,6,0,0,6,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,10,2006,9,1,1,4,31,31,6,7,908103310,127500
552,2020,90,4,60.0,8400,1,1,3,3,0,4,0,23,1,2,2,2,5,5,1977,1977,1,0,9,9,1,320.0,3,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,1,3,2020,0,0,0.0,0.0,2,0,4,2,4,10,6,2,3,5,1977.0,1,2.0,630.0,3,3,2,0,0,0,0,0,0,0,0,1,0,10,2007,9,4,5,2,30,30,5,5,531477040,144000
553,1645,60,5,80.0,9600,1,1,3,3,0,4,0,17,2,2,0,5,6,6,1971,1971,1,0,8,8,2,0.0,3,4,1,3,3,1,5,329.0,1,0.0,386.0,715.0,1,4,1,3,930,715,0,0.0,0.0,1,2,4,1,4,7,6,0,0,1,1971.0,2,2.0,441.0,3,3,2,0,78,0,0,0,0,0,2,1,0,6,2010,9,4,1,6,39,39,2,6,534176230,171000
554,1753,60,5,43.0,12352,1,1,1,3,0,1,0,5,2,2,0,5,7,5,1998,1999,1,0,12,13,1,290.0,2,4,2,4,3,1,6,638.0,1,0.0,215.0,853.0,1,0,1,3,853,900,0,1.0,0.0,2,1,3,1,4,7,6,1,2,1,1998.0,2,2.0,534.0,3,3,2,0,74,0,0,0,0,0,0,1,0,3,2007,9,4,1,3,9,8,9,7,907187060,217000
555,2061,60,5,79.0,9085,1,1,3,3,0,4,0,18,2,2,0,5,7,5,1995,1996,1,0,12,13,1,286.0,2,4,2,4,3,1,6,816.0,1,0.0,254.0,1070.0,1,0,1,3,1094,967,0,1.0,0.0,2,1,3,1,2,7,6,1,3,1,1995.0,3,2.0,647.0,3,3,2,296,102,209,0,0,0,0,0,1,0,11,2009,9,4,6,7,14,13,9,5,528385050,260000
556,1152,90,5,74.0,6845,1,1,3,3,0,4,0,7,2,2,2,2,4,5,1955,1955,1,0,14,15,0,58.0,3,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,0,1,1152,0,0,0.0,0.0,2,0,2,2,4,6,6,0,0,6,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2008,9,4,1,4,53,53,6,7,908204160,82500
557,1968,60,5,0.0,11075,1,1,0,3,0,4,1,14,2,2,0,5,5,4,1969,1969,1,0,6,6,1,232.0,3,4,1,3,3,4,5,562.0,2,193.0,29.0,784.0,1,0,1,3,1168,800,0,0.0,1.0,2,1,4,1,4,7,3,1,1,1,1969.0,2,2.0,530.0,3,3,2,305,189,0,0,0,0,0,3,3,400,9,2008,9,4,3,6,39,39,3,6,924100020,172000
558,720,30,1,60.0,7879,1,1,3,3,0,4,0,11,2,2,0,2,4,5,1920,1950,1,0,13,14,2,0.0,3,4,1,3,3,1,3,495.0,1,0.0,225.0,720.0,1,4,0,0,720,0,0,0.0,0.0,1,0,2,1,4,4,6,0,0,6,0.0,0,0.0,0.0,0,0,0,0,523,115,0,0,0,0,2,1,0,11,2009,9,0,0,6,89,59,3,6,902477120,34900
559,1948,60,5,41.0,12393,1,1,1,3,0,2,0,5,2,2,0,5,7,5,2004,2005,1,0,12,13,2,0.0,2,4,2,4,3,1,1,0.0,1,0.0,847.0,847.0,1,0,1,3,847,1101,0,0.0,0.0,2,1,4,1,2,8,6,1,4,3,2004.0,3,2.0,434.0,3,3,2,100,48,0,0,0,0,0,0,1,0,9,2006,9,4,1,3,2,1,9,7,907401080,195000
560,2334,60,5,102.0,12858,1,1,0,3,0,4,0,19,2,2,0,5,9,5,2009,2010,1,0,12,13,3,162.0,0,4,2,5,3,1,1,0.0,1,0.0,1590.0,1590.0,1,0,1,3,1627,707,0,0.0,0.0,2,1,3,1,0,10,6,1,4,1,2009.0,3,2.0,751.0,3,3,2,144,133,0,0,0,0,0,0,1,0,1,2010,6,5,5,10,1,0,6,5,528108120,376162
561,1509,80,5,85.0,10200,1,1,3,3,0,4,0,26,2,2,0,7,6,5,1988,1989,1,0,6,6,1,219.0,2,4,1,4,3,4,6,783.0,1,0.0,678.0,1461.0,1,0,1,3,1509,0,0,1.0,0.0,2,0,3,1,2,5,6,1,2,1,1988.0,2,2.0,600.0,3,3,2,224,0,0,0,0,0,0,0,1,0,8,2008,9,0,3,6,20,19,3,6,916403230,175000
562,1072,30,6,50.0,8635,1,1,3,3,0,4,0,3,2,2,0,2,5,5,1925,1950,3,0,13,14,2,0.0,3,1,0,3,3,1,2,134.0,1,0.0,938.0,1072.0,1,4,1,3,1072,0,0,1.0,0.0,1,0,2,1,4,5,6,0,0,5,1925.0,1,2.0,1184.0,2,3,1,0,0,105,0,0,0,0,0,1,0,8,2009,9,4,0,5,84,59,5,6,903236040,126500
563,1889,190,6,60.0,10120,1,1,0,0,0,4,0,20,1,2,1,4,7,4,1910,1950,3,0,13,14,2,0.0,1,4,1,3,3,1,1,0.0,1,0.0,925.0,925.0,1,4,0,1,964,925,0,0.0,0.0,1,1,4,2,4,9,6,1,4,5,1910.0,1,2.0,308.0,3,3,0,0,0,264,0,0,0,0,3,1,0,1,2007,9,4,0,5,97,57,5,6,903475060,122000
564,1664,20,5,93.0,12299,1,1,3,3,0,4,0,17,2,2,0,2,7,6,1978,1985,1,0,9,9,3,67.0,3,4,1,4,3,1,6,1328.0,1,0.0,201.0,1529.0,1,4,1,3,1664,0,0,1.0,0.0,2,0,3,1,2,7,6,1,3,1,1978.0,3,2.0,663.0,3,3,2,0,0,0,0,0,0,0,0,1,0,9,2007,9,4,1,6,29,22,2,6,527302090,213000
565,796,85,5,50.0,6723,1,1,3,3,0,4,0,14,2,2,0,6,5,7,1971,1971,1,0,13,6,2,0.0,3,4,1,4,3,4,6,796.0,1,0.0,0.0,796.0,1,4,1,3,796,0,0,0.0,1.0,1,0,2,1,4,5,6,0,0,6,0.0,0,0.0,0.0,0,0,2,129,0,0,0,0,0,0,2,1,0,9,2007,9,4,3,6,36,36,3,6,923230120,138000
566,1374,20,5,0.0,11382,1,1,0,3,0,4,0,15,2,2,0,2,6,5,1964,1964,1,0,13,9,1,212.0,3,4,1,3,3,1,5,54.0,3,543.0,533.0,1130.0,1,4,1,3,1374,0,0,0.0,1.0,1,0,3,1,4,7,6,1,3,1,1964.0,2,2.0,286.0,3,3,2,0,28,84,0,0,0,0,3,1,0,8,2007,9,4,1,5,43,43,4,2,534403420,147000
567,2350,190,6,60.0,9600,1,0,3,3,0,4,0,20,2,2,1,5,5,5,1920,1960,1,0,0,0,2,0.0,3,4,0,3,3,1,3,234.0,1,0.0,739.0,973.0,1,4,1,2,1377,973,0,0.0,0.0,2,0,4,2,4,10,6,0,0,0,1920.0,1,2.0,393.0,3,3,2,0,0,219,0,0,0,0,0,1,0,4,2008,9,4,0,5,88,48,5,6,902304060,130000
568,1836,70,3,0.0,56600,1,1,0,2,0,4,0,11,2,2,0,4,5,1,1900,1950,3,0,13,14,2,0.0,3,4,0,3,3,1,1,0.0,1,0.0,686.0,686.0,1,0,1,3,1150,686,0,0.0,0.0,2,0,4,1,4,7,0,0,0,5,1900.0,1,2.0,288.0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,2008,9,4,0,6,108,58,3,6,1007100110,103000
569,1630,20,5,75.0,9750,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2000,2001,1,0,12,13,1,171.0,2,4,2,4,3,1,1,0.0,1,0.0,1630.0,1630.0,1,0,1,3,1630,0,0,0.0,0.0,2,0,3,1,2,6,6,1,3,1,2000.0,1,2.0,451.0,3,3,2,74,234,0,0,0,0,0,0,1,0,10,2009,9,4,1,3,9,8,9,7,907290090,213000
570,924,20,5,88.0,7990,1,1,0,3,0,4,0,5,2,2,0,2,5,6,1975,1975,3,0,6,6,2,0.0,3,4,1,4,3,1,1,0.0,1,0.0,924.0,924.0,1,4,1,3,924,0,0,0.0,0.0,1,0,3,1,4,5,6,0,0,5,1975.0,1,2.0,280.0,3,3,2,0,0,0,0,0,0,0,3,1,0,4,2008,9,4,1,3,33,33,9,7,907203090,110000
571,1039,190,5,75.0,11625,1,1,3,3,0,4,0,22,2,2,1,2,5,4,1965,1965,3,0,9,6,2,0.0,3,4,2,3,3,2,4,841.0,1,0.0,198.0,1039.0,1,0,1,3,1039,0,0,1.0,0.0,1,1,3,1,4,6,6,0,0,1,1965.0,1,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2010,9,4,5,2,45,45,5,5,905102060,131500
572,2439,60,5,0.0,12728,1,1,3,3,0,4,0,5,2,2,0,5,8,5,2001,2001,1,0,12,13,1,256.0,2,4,2,4,3,2,6,1198.0,1,0.0,333.0,1531.0,1,0,1,3,1531,908,0,1.0,0.0,2,1,4,1,2,7,6,1,3,1,2001.0,3,2.0,560.0,3,3,2,184,121,0,0,0,0,0,0,1,0,1,2007,9,4,1,3,6,6,9,7,907275150,275000
573,1700,20,5,70.0,10552,1,1,0,3,0,4,0,15,2,2,0,2,5,5,1959,1959,3,0,3,3,2,0.0,3,4,1,3,3,1,3,1018.0,1,0.0,380.0,1398.0,1,2,1,3,1700,0,0,0.0,1.0,1,1,4,1,2,6,6,1,4,1,1959.0,2,2.0,447.0,3,3,2,0,38,0,0,0,0,0,0,1,0,4,2010,9,4,1,5,51,51,4,2,535152150,165500
574,2526,60,5,92.0,10120,1,1,3,3,0,4,0,18,2,2,0,5,8,5,1994,1994,3,0,12,13,1,391.0,2,4,2,4,3,1,6,740.0,1,0.0,425.0,1165.0,1,0,1,3,1203,1323,0,1.0,0.0,2,1,4,1,2,8,6,1,3,1,1994.0,2,2.0,844.0,3,3,2,309,78,0,0,0,0,0,0,1,0,12,2006,9,4,6,7,12,12,9,5,528365090,290000
575,919,30,6,50.0,7000,1,1,3,3,0,4,0,11,2,2,0,2,6,8,1926,1998,1,0,12,13,2,0.0,3,2,0,3,3,1,3,299.0,6,40.0,555.0,894.0,1,4,1,3,919,0,0,1.0,0.0,1,0,2,1,4,5,6,0,0,5,1926.0,1,2.0,195.0,3,3,1,0,0,116,0,0,0,0,3,1,0,7,2008,9,4,0,6,82,10,3,6,910200080,126000
576,1040,120,6,0.0,4224,1,1,3,3,0,4,0,13,2,2,4,2,5,6,1975,1975,1,0,5,5,2,0.0,3,4,2,4,3,1,6,769.0,1,0.0,271.0,1040.0,1,2,1,3,1040,0,0,0.0,0.0,1,0,3,1,4,6,6,0,0,1,1975.0,1,2.0,499.0,3,3,2,0,100,0,0,0,0,0,0,1,0,6,2008,9,4,3,6,33,33,3,6,923225080,124000
577,3222,60,5,90.0,12376,1,1,3,3,0,0,0,23,2,2,0,5,7,5,1990,1990,3,0,9,9,2,0.0,3,4,2,4,3,2,6,1470.0,1,0.0,203.0,1673.0,1,2,1,3,1699,1523,0,1.0,0.0,3,0,5,1,2,11,6,2,3,1,1990.0,1,2.0,594.0,3,3,2,367,0,0,0,0,0,0,0,1,0,5,2010,9,4,5,2,20,20,5,5,906402200,320000
578,1978,20,5,85.0,12633,1,1,0,1,0,4,0,26,2,2,0,2,9,5,2007,2007,3,0,5,5,3,290.0,0,4,2,5,3,3,6,1640.0,1,0.0,338.0,1978.0,1,0,1,3,1978,0,0,1.0,0.0,2,0,2,1,0,7,6,1,4,1,2007.0,3,2.0,920.0,3,3,2,308,52,0,0,0,0,0,0,1,0,5,2009,9,4,3,6,2,2,3,6,921128050,425000
579,789,45,5,55.0,10594,1,1,3,3,0,4,0,6,2,2,0,1,5,5,1926,1950,1,0,13,14,2,0.0,3,4,0,3,3,1,1,0.0,1,0.0,768.0,768.0,3,1,0,3,789,0,0,0.0,0.0,1,0,2,1,4,5,6,0,0,5,1926.0,1,2.0,200.0,1,1,2,0,0,112,0,0,0,0,3,1,0,6,2007,9,4,5,2,81,57,7,3,909250160,96500
580,784,190,5,56.0,6931,1,1,3,3,0,4,0,7,2,2,1,2,4,5,1955,1955,3,0,13,14,2,0.0,3,4,1,3,3,4,5,784.0,1,0.0,0.0,784.0,1,4,0,2,784,0,0,1.0,0.0,1,0,2,1,4,4,6,0,0,6,0.0,0,0.0,0.0,0,0,2,112,0,0,0,0,0,0,0,1,0,5,2008,9,4,1,4,53,53,6,7,908225170,91900
581,1838,20,5,77.0,11422,1,1,0,3,0,4,0,5,2,2,0,2,8,5,2007,2008,3,0,12,13,3,352.0,2,4,2,5,3,4,6,1359.0,1,0.0,479.0,1838.0,1,0,1,3,1838,0,0,1.0,0.0,2,0,3,1,2,7,6,2,4,1,2007.0,2,2.0,524.0,3,3,2,154,222,0,0,0,0,0,0,1,0,4,2009,9,4,1,3,2,1,9,7,906380060,272500
582,1128,20,5,160.0,18160,0,1,3,3,0,4,0,8,2,2,0,2,6,6,1964,1964,1,0,6,6,0,138.0,3,4,1,3,3,4,4,550.0,1,0.0,752.0,1302.0,1,1,1,3,1128,0,0,1.0,0.0,1,0,3,1,4,6,6,1,3,1,1964.0,1,2.0,480.0,3,3,1,0,108,246,0,0,0,0,3,1,0,3,2007,9,2,5,10,43,43,6,5,527175130,154204
583,1716,60,2,65.0,8125,1,1,3,3,0,4,0,24,2,2,0,5,6,5,2005,2005,1,0,12,13,2,0.0,2,4,2,4,3,1,1,0.0,1,0.0,858.0,858.0,1,0,1,3,858,858,0,0.0,0.0,2,1,3,1,2,7,6,0,0,1,2005.0,2,2.0,615.0,3,3,2,0,53,0,0,0,0,0,0,1,0,2,2006,9,4,6,7,1,1,9,5,528480110,200825
584,2364,20,5,100.0,12919,1,1,0,3,0,4,0,19,2,2,0,2,9,5,2009,2010,3,0,12,13,3,760.0,0,4,2,5,3,3,6,2188.0,1,0.0,142.0,2330.0,1,0,1,3,2364,0,0,1.0,0.0,2,1,2,1,0,11,6,2,4,1,2009.0,3,2.0,820.0,3,3,2,0,67,0,0,0,0,0,0,1,0,3,2010,6,5,5,10,1,0,6,5,528150070,611657
585,1750,50,5,75.0,12508,1,1,0,3,0,4,0,14,2,2,0,0,6,7,1940,1985,1,0,12,13,2,0.0,3,4,1,4,3,2,5,660.0,1,0.0,323.0,983.0,1,0,1,3,983,767,0,1.0,0.0,2,0,4,1,4,7,4,0,0,1,1940.0,1,2.0,423.0,3,3,2,245,0,156,0,0,0,0,0,3,1300,7,2008,9,4,3,6,68,23,3,6,923400040,160000
586,1192,70,6,60.0,6402,1,1,3,3,0,0,0,11,2,2,0,5,5,5,1920,1950,1,0,13,15,2,0.0,3,4,2,3,3,2,1,0.0,1,0.0,596.0,596.0,1,4,0,3,596,596,0,0.0,0.0,1,0,3,1,4,6,6,0,0,5,1920.0,1,2.0,189.0,2,2,0,0,0,137,0,0,0,0,2,1,0,7,2009,9,4,0,6,89,59,3,6,910205020,78000
587,1820,60,5,0.0,13700,1,1,0,3,0,4,0,15,2,2,0,5,7,6,1965,1988,1,0,12,13,3,288.0,3,4,1,3,3,3,5,454.0,1,0.0,410.0,864.0,1,4,1,3,902,918,0,0.0,0.0,1,2,4,1,2,8,6,2,4,1,1965.0,1,2.0,492.0,3,3,2,60,84,0,0,273,0,0,4,1,0,5,2008,9,4,1,5,43,20,4,2,535103050,201800
588,1594,60,5,61.0,10125,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2004,1,0,12,13,2,0.0,2,4,2,4,3,2,1,0.0,1,0.0,846.0,846.0,1,0,1,3,846,748,0,0.0,0.0,2,1,3,1,2,7,6,1,4,1,2004.0,3,2.0,434.0,3,3,2,300,48,0,0,0,0,0,3,1,0,7,2009,9,4,5,10,5,5,6,5,528240150,195500
589,2240,90,5,64.0,7018,1,1,3,3,0,4,0,23,1,2,2,5,5,5,1979,1979,1,0,9,9,2,0.0,3,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,1,3,1120,1120,0,0.0,0.0,2,0,6,2,4,12,6,0,0,5,1979.0,1,2.0,528.0,3,3,2,154,0,0,0,0,0,0,0,1,0,6,2009,9,2,5,2,30,30,5,5,906226120,142953
590,827,20,5,60.0,7200,1,1,3,3,0,4,0,15,2,2,0,2,5,7,1955,2007,1,0,12,13,2,0.0,3,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,0,1,3,827,0,0,0.0,0.0,1,0,2,1,4,5,4,1,1,5,1955.0,1,2.0,392.0,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2010,9,4,1,5,55,3,4,2,535327140,107500
591,1369,20,5,75.0,9910,1,1,3,3,0,4,0,24,1,2,0,2,7,6,2007,2007,1,0,12,13,2,0.0,2,4,2,4,3,1,1,0.0,1,0.0,1369.0,1369.0,1,0,1,3,1369,0,0,0.0,0.0,2,0,3,1,2,5,6,0,0,1,2007.0,1,2.0,605.0,3,3,2,0,203,0,0,0,0,0,0,1,0,9,2007,6,5,6,7,0,0,9,5,528427040,213133
592,1874,60,5,80.0,9428,1,1,3,3,0,4,0,24,2,2,0,5,8,5,2007,2008,3,0,12,13,3,310.0,2,4,2,4,3,4,6,729.0,1,0.0,226.0,955.0,1,0,1,3,955,919,0,1.0,0.0,2,1,3,1,2,8,6,1,4,1,2007.0,3,2.0,880.0,3,3,2,168,108,0,0,0,0,0,0,1,0,2,2008,6,5,6,7,1,0,9,5,528435020,297900
593,960,20,5,68.0,9768,1,1,3,3,0,4,0,15,2,2,0,2,5,5,1955,1955,1,0,13,14,2,0.0,3,4,1,3,3,1,3,100.0,5,247.0,613.0,960.0,1,2,1,3,960,0,0,1.0,0.0,1,0,2,1,4,5,6,0,0,1,1955.0,2,2.0,330.0,3,3,2,0,70,0,0,0,0,0,3,1,0,2,2009,9,4,1,5,54,54,4,2,534431130,122000
594,1204,120,6,32.0,4500,1,1,3,3,0,2,0,14,2,2,4,2,6,5,1998,1998,3,0,12,13,1,320.0,3,4,2,5,3,1,6,866.0,1,0.0,338.0,1204.0,1,0,1,3,1204,0,0,1.0,0.0,2,0,2,1,4,5,6,0,0,1,1998.0,3,2.0,412.0,3,3,2,0,247,0,0,0,0,0,0,1,0,6,2009,9,4,3,6,11,11,3,6,923203110,162000
595,2784,60,5,80.0,16692,1,1,0,3,0,4,0,17,6,2,0,5,7,5,1978,1978,1,0,9,9,1,184.0,3,4,1,4,3,1,4,790.0,2,469.0,133.0,1392.0,1,4,1,3,1392,1392,0,1.0,0.0,3,1,5,1,2,12,6,2,3,1,1978.0,2,2.0,564.0,3,3,2,0,112,0,0,440,519,1,3,4,2000,7,2006,9,4,1,6,28,28,2,6,527356020,250000
596,1714,120,5,60.0,8147,1,1,3,1,0,4,0,25,2,2,4,2,9,5,2005,2005,3,0,8,8,1,230.0,2,4,2,5,3,3,6,1191.0,1,0.0,523.0,1714.0,1,0,1,3,1714,0,0,1.0,0.0,2,0,2,1,2,7,6,1,4,1,2005.0,3,2.0,517.0,3,3,2,156,55,0,0,0,0,0,0,1,0,8,2006,9,4,5,10,1,1,6,5,527252090,318000
597,1530,20,5,124.0,16158,1,1,0,2,0,4,1,25,2,2,0,2,7,5,2005,2005,3,0,12,13,3,16.0,2,4,2,5,3,4,5,1274.0,1,0.0,256.0,1530.0,1,0,1,3,1530,0,0,1.0,0.0,2,0,3,1,2,7,6,1,4,1,2005.0,3,2.0,430.0,3,3,2,168,36,0,0,0,0,0,0,1,0,6,2009,9,4,5,10,4,4,6,5,527258020,260000
598,788,120,5,30.0,4420,1,1,0,3,0,1,0,9,2,2,4,2,8,5,1980,1980,1,0,13,14,2,0.0,2,4,1,4,3,3,6,728.0,1,0.0,0.0,728.0,1,4,1,3,788,0,0,1.0,0.0,1,0,1,1,2,3,6,1,3,5,1980.0,3,2.0,484.0,3,3,2,133,42,0,0,0,0,0,0,1,0,6,2010,9,4,6,7,30,30,9,5,533253060,155000
599,1073,20,5,0.0,9981,1,1,0,3,0,0,0,22,2,2,0,2,5,5,1967,1967,1,0,8,8,1,340.0,3,4,1,3,3,2,4,221.0,1,0.0,852.0,1073.0,1,2,1,3,1073,0,0,0.0,0.0,1,0,3,1,4,6,6,0,0,1,1967.0,2,2.0,270.0,3,3,2,0,90,0,0,0,0,0,3,1,0,3,2008,9,4,5,2,41,41,5,5,905107380,120000
600,1114,20,5,63.0,13072,1,1,3,3,0,4,0,23,5,2,0,2,7,5,2004,2005,1,0,12,13,2,0.0,2,4,2,4,3,1,1,0.0,1,0.0,1114.0,1114.0,1,0,1,3,1114,0,0,0.0,0.0,1,1,3,1,2,6,6,0,0,5,2004.0,1,2.0,576.0,3,3,2,248,102,0,0,0,0,0,0,1,0,5,2009,9,4,5,2,5,4,5,5,531375040,159000
601,1310,50,5,50.0,7000,1,1,3,3,0,0,0,20,0,2,0,0,6,6,1924,1950,1,0,8,8,2,0.0,3,2,0,2,3,1,2,617.0,1,0.0,0.0,617.0,1,2,1,3,865,445,0,0.0,0.0,2,0,2,1,4,6,2,0,0,1,1924.0,1,2.0,398.0,3,3,2,0,0,126,0,0,0,0,0,1,0,5,2006,0,4,0,5,82,56,5,6,535355100,112000
602,1479,20,5,72.0,10665,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2003,2003,1,0,12,13,1,167.0,2,4,2,4,3,4,6,1013.0,1,0.0,440.0,1453.0,1,0,1,3,1479,0,0,1.0,0.0,2,0,3,1,2,7,6,0,0,1,2003.0,2,2.0,558.0,3,3,2,144,29,0,0,0,0,0,0,1,0,6,2007,9,4,1,3,4,4,9,7,907192120,226000
603,1808,20,5,102.0,13514,1,1,0,3,0,0,0,19,2,2,0,2,9,5,2008,2008,3,0,12,13,2,285.0,0,4,2,5,3,1,6,1142.0,1,0.0,632.0,1774.0,1,0,1,3,1808,0,0,1.0,0.0,2,0,3,1,0,7,6,1,4,1,2008.0,3,2.0,850.0,3,3,2,200,26,0,0,0,0,0,0,1,0,3,2009,9,4,5,10,1,1,6,5,528138010,324000
604,864,30,5,56.0,4060,1,1,3,3,0,0,0,7,1,2,0,2,5,8,1922,1950,1,0,13,14,2,0.0,3,4,2,2,3,1,1,0.0,1,0.0,864.0,864.0,1,0,1,3,864,0,0,0.0,0.0,1,0,2,1,4,4,6,0,0,6,0.0,0,0.0,0.0,0,0,2,0,96,0,0,0,0,0,0,1,0,7,2009,9,4,1,4,87,59,6,7,908229020,99900
605,1468,20,2,84.0,10440,1,1,3,3,0,0,0,24,2,2,0,2,6,5,2005,2005,1,0,12,13,2,0.0,2,4,2,5,3,1,6,1414.0,1,0.0,54.0,1468.0,1,0,1,3,1468,0,0,1.0,0.0,2,0,2,1,2,6,6,1,4,1,2005.0,3,2.0,528.0,3,3,2,0,102,0,0,216,0,0,0,1,0,5,2010,9,4,6,7,5,5,9,5,528480090,271500
606,1746,20,5,42.0,14892,1,1,0,1,0,1,0,8,2,2,0,2,9,5,2006,2007,1,0,12,13,3,160.0,0,4,2,5,3,3,6,1320.0,1,0.0,426.0,1746.0,1,0,1,3,1746,0,0,1.0,0.0,2,0,3,1,0,7,6,2,4,1,2006.0,3,2.0,758.0,3,3,2,201,39,0,0,0,0,0,0,1,0,10,2009,9,4,5,10,3,2,6,5,527108070,377500
607,2016,70,5,120.0,26400,1,1,3,0,0,2,0,23,1,2,0,5,5,7,1880,2007,1,0,6,6,2,0.0,2,4,2,0,0,0,0,0.0,0,0.0,0.0,0.0,1,0,1,3,1288,728,0,0.0,0.0,1,0,4,1,4,7,4,1,3,1,1880.0,1,2.0,576.0,3,3,1,0,0,0,0,0,0,0,0,1,0,6,2009,9,4,5,2,129,2,5,5,906226060,131000
608,1482,20,5,60.0,16012,1,1,0,3,0,4,0,7,2,2,0,2,4,4,1954,1968,3,0,13,14,1,60.0,3,4,1,3,3,1,3,691.0,1,0.0,263.0,954.0,1,0,1,3,1482,0,0,0.0,1.0,2,0,3,1,4,6,2,1,4,0,1954.0,1,2.0,609.0,3,3,2,0,30,0,0,0,0,0,3,1,0,10,2006,9,0,1,4,52,38,6,7,908275290,125000
609,1141,20,5,63.0,13072,1,1,3,3,0,4,0,23,5,2,0,2,6,5,2005,2005,1,0,12,13,2,0.0,2,4,2,4,3,1,1,0.0,1,0.0,1141.0,1141.0,1,0,1,3,1141,0,0,0.0,0.0,1,1,3,1,4,6,6,0,0,5,2005.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,1,0,3,2006,9,0,5,2,1,1,5,5,531375070,142500
